"PlotNumber","SubPlot","TreeNum","TreeSpp","DBH","DBHClass","Site_Index_SiteTools18_v2","NewAge","TotalHtCalc","HeightClass","CountAge","CountHT","TotalAge","TreeHealth","TreeOrigin","Conks","BlindConks","Scars","ForkOrCrook","FrostCrack","Mistletoe","RottenBranch","DeadOrBrokenTop","DamageType","DamageSeverity","CrownClass","Ht2LiveCrown","Appearance","CrownCondition","BarkRetention","WoodCondition","LichenLoading","MossLoading","WildLifeUse","TreeNotes","LiveDead","CuVolume","SPH","BasalArea","SiteIndexID","SiteIndex","flag","ProjectID","PlotID","AgeBH","TreeSiteIndex","MensurationID","Zone","SubZone","SiteSeries","SiteIndex_Location","PSPL_SiteIndexValue","Site_Index_Original","Site_Index_SiteTools18_v1","Site_Index_SiteTools19","StemAnalysis","SIBECplot","FlagtoFix_2019","Fixed_2019","Correction_2019","Comment_2019","DONOTUSE_2019","Flag_NoLocation","MAP_LABEL_v11","BEC_v11_AGREE","Field2","Field1","MoistureRegime","NutrientRegime"
"SBC1299","1",3,"Sx",,,21.91,"17",8.25,,17,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12661,17,21.99,14850,"SBS","mc2","05",,,,21.91,30.28,0,1,0,0,,,0,1,,0,0,0,,
"SBC1299","1",4,"Sx",,,23.30,"18",9.52,,18,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12661,18,23.47,14851,"SBS","mc2","05",,,,23.30,30.99,0,1,0,0,,,0,1,,0,0,0,,
"SBC1300","1",1,"Sx",,,21.13,"17",7.82,,17,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12662,17,21.18,14852,"SBS","mc2","01",,,,21.13,29.43,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1300","1",2,"Sx",,,20.78,"18",8.05,,18,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12662,18,20.83,14853,"SBS","mc2","01",,,,20.78,28.66,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1300","1",3,"Sx",,,20.12,"17",7.28,,17,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12662,17,20.12,14854,"SBS","mc2","01",,,,20.12,28.47,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC1300","1",4,"Sx",,,19.78,"18",7.50,,18,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,12662,18,19.79,14855,"SBS","mc2","01",,,,19.78,27.60,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC2917","1",1,"Bl",32.30,,14.15,"82",20.70,,82,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14530,,,,"SBS","mc2","01b",,,,14.15,16.07,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC2917","1",2,"Sx",18.70,,14.91,"63",18.20,,63,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14530,,,,"SBS","mc2","01b",,,,14.91,17.35,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC2918","1",1,"Sx",18.00,,12.22,"56",13.60,,56,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14531,,,,"SBS","mc2","10",,,,12.22,15.01,0,1,0,0,,,0,1,,0,0,0,"6","E"
"SBC2918","1",2,"Bl",26.70,,15.26,"65",18.80,,65,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14531,,,,"SBS","mc2","10",,,,15.26,17.74,0,1,0,0,,,0,1,,0,0,0,"6","E"
"SBC2919","1",1,"Bl",24.60,,12.10,"87",19.00,,87,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14532,,,,"SBS","mc2","06",,,,12.10,13.97,0,1,0,0,,,0,1,,0,0,0,"5","D"
"SBC2920","1",1,"Pl",20.90,,21.61,"21",11.90,,21,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14533,,,,"SBS","mc2","10b",,,,21.61,24.84,0,1,0,0,,,0,1,,0,0,0,"6","E"
"SBC2922","1",1,"Sx",13.80,,19.26,"22",8.80,,22,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14535,,,,"SBS","mc2","01b",,,,19.26,25.44,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC2929","1",1,"Pl",43.90,,16.12,"88",21.30,,88,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14542,,,,"SBS","mc2","01b",,,,16.12,16.66,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC2930","1",1,"Pl",26.60,,17.62,"66",20.40,,66,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14543,,,,"SBS","mc2","01b",,,,17.62,18.47,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC2931","1",1,"Pl",33.50,,13.42,"90",18.40,,90,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14544,,,,"SBS","mc2","01b",,,,13.42,13.98,0,1,0,0,,"check",0,1,,0,0,0,,"B"
"SBC2932","1",1,"Pl",24.40,,16.01,"82",20.60,,82,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14545,,,,"SBS","mc2","05",,,,16.01,16.64,0,1,0,0,,,0,1,,0,0,0,,"D"
"SBC2933","1",1,"Pl",14.70,,20.12,"16",8.70,,16,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14546,,,,"SBS","mc2","01b",,,,20.12,24.31,0,1,0,0,,,0,1,,0,0,0,"4","B"
"SBC2933","1",2,"Bl",12.70,,15.21,"23",7.40,,23,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14546,,,,"SBS","mc2","01b",,,,15.21,21.50,0,1,0,0,,,0,1,,0,0,0,"4","B"
"SBC2934","1",1,"Pl",30.20,,22.56,"82",27.80,,82,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14547,,,,"SBS","mc2","01b",,,,22.56,23.12,0,1,0,0,,,0,1,,0,0,0,"4",
"SBC2937","1",1,"Ep",16.30,,19.24,"62",21.30,,62,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14550,,,,"SBS","mc2","01b",,,,19.24,19.68,0,1,0,0,,,0,1,,0,0,0,,"B"
"SBC2937","1",2,"Pl",22.30,,19.59,"77",24.00,,77,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14550,,,,"SBS","mc2","01b",,,,19.59,20.25,0,1,0,0,,,0,1,,0,0,0,,"B"
"SBC2937","1",3,"Hw",32.10,,24.72,"76",32.00,,76,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14550,,,,"SBS","mc2","01b",,,,24.72,25.50,0,1,0,0,,,0,1,,0,0,0,,"B"
"SBC2961","1",1,"Sx",33.90,,19.10,"68",24.00,,68,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14574,,,,"SBS","mc2","02",,,,19.10,21.23,0,1,0,0,,,0,1,,0,0,0,"4","B"
"SBC2961","1",2,"Pl",26.20,,20.66,"53",21.30,,53,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14574,,,,"SBS","mc2","02",,,,20.66,21.78,0,1,0,0,,,0,1,,0,0,0,"4","B"
"SBC2963","1",1,"Sx",40.20,,18.48,"109",30.50,,109,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14576,,,,"SBS","mc2","01b",,,,18.48,19.64,0,1,0,0,,,0,1,,0,0,0,,
"SBC2964","1",1,"Pl",18.50,,16.26,"68",19.20,,68,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14577,,,,"SBS","mc2","06",,,,16.26,17.08,0,1,0,0,,,0,1,,0,0,0,,
"SBC2965","1",1,"Bl",21.30,,14.31,"57",16.00,,57,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14578,,,,"SBS","mc2","01b",,,,14.31,17.21,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC2965","1",2,"Pl",26.70,,18.18,"51",18.40,,51,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14578,,,,"SBS","mc2","01b",,,,18.18,19.53,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC2965","1",3,"Sx",17.00,,15.77,"43",13.70,,43,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14578,,,,"SBS","mc2","01b",,,,15.77,19.69,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC2966","1",1,"Pl",20.40,,19.12,"30",13.40,,30,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14579,,,,"SBS","mc2","01b",,,,19.12,21.45,0,1,0,0,,,0,1,,0,0,0,"3","C"
"SBC2967","1",1,"Pl",20.70,,16.32,"62",18.40,,62,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14580,,,,"SBS","mc2","01b",,,,16.32,17.27,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC2968","1",1,"Bl",16.30,,16.65,"35",12.30,,35,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14581,,,,"SBS","mc2","01b",,,,16.65,20.78,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC2969","1",1,"Pl",26.40,,17.11,"53",17.70,,53,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14582,,,,"SBS","mc2","03",,,,17.11,18.36,0,1,0,0,,,0,1,,0,0,0,"4","B"
"SBC2969","1",2,"Sx",23.60,,13.67,"63",16.80,,63,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14582,,,,"SBS","mc2","03",,,,13.67,17.32,0,1,0,0,,,0,1,,0,0,0,"4","B"
"SBC2969","1",3,"Bl",22.10,,15.40,"62",18.30,,62,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14582,,,,"SBS","mc2","03",,,,15.40,18.00,0,1,0,0,,,0,1,,0,0,0,"4","B"
"SBC2972","1",1,"Pl",18.90,,17.94,"57",19.30,,57,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14585,,,,"SBS","mc2","05",,,,17.94,19.02,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC2976","1",1,"Pl",19.60,,17.84,"25",10.70,,25,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14589,,,,"SBS","mc2","03",,,,17.84,20.69,0,1,0,0,,,0,1,,0,0,0,"3","B"
"SBC2977","1",1,"Pl",18.80,,17.86,"27",11.40,,27,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14590,,,,"SBS","mc2","03",,,,17.86,20.51,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC2978","1",1,"Pl",19.00,,17.03,"29",11.40,,29,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14591,,,,"SBS","mc2","01b",,,,17.03,19.55,0,1,0,0,,,0,1,,0,0,0,"3","B"
"SBC2983","1",1,"Pl",20.50,,17.41,"61",19.40,,61,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14596,,,,"SBS","mc2","01b",,,,17.41,18.38,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC2984","1",1,"Pl",30.20,,17.47,"80",22.00,,80,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14597,,,,"SBS","mc2","01b",,,,17.47,18.09,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC2985","1",1,"Bl",27.90,,15.83,"64",19.20,,64,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14598,,,,"SBS","mc2","01b",,,,15.83,18.30,0,1,0,0,,,0,1,,0,0,0,,"B"
"SBC2991","1",1,"Pl",32.70,,15.62,"76",19.50,,76,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14604,,,,"SBS","mc2","01b",,,,15.62,16.32,0,1,0,0,,"check",0,1,,0,0,0,"3","B"
"SBC2992","1",1,"Pl",39.10,,18.43,"105",25.30,,105,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14605,,,,"SBS","mc2","05",,,,18.43,18.80,0,1,0,0,,,0,1,,0,0,0,"5","B"
"SBC2993","1",1,"Sx",27.10,,14.24,"81",21.20,,81,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14606,,,,"SBS","mc2","01b",,,,14.24,16.08,0,1,0,0,,,0,1,,0,0,0,"4","B"
"SBC2994","1",1,"Bl",33.50,,13.42,"117",24.40,,117,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14607,,,,"SBS","mc2","01b",,,,13.42,14.67,0,1,0,0,,,0,1,,0,0,0,"4","B"
"SBC2995","1",1,"Pl",29.50,,17.32,"120",25.00,,120,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14608,,,,"SBS","mc2","01b",,,,17.32,17.63,0,1,0,0,,,0,1,,0,0,0,"4","B"
"SBC2996","1",1,"Pl",22.90,,20.39,"79",25.10,,79,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14609,,,,"SBS","mc2","01b",,,,20.39,21.01,0,1,0,0,,,0,1,,0,0,0,"4",
"SBC2997","1",1,"Pl",25.50,,22.36,"69",25.90,,69,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14610,,,,"SBS","mc2","01b",,,,22.36,23.11,0,1,0,0,,,0,1,,0,0,0,,"B"
"SBC2998","1",1,"Pl",27.60,,19.43,"87",24.90,,87,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14611,,,,"SBS","mc2","01b",,,,19.43,19.94,0,1,0,0,,,0,1,,0,0,0,,"B"
"SBC2999","1",1,"Pl",27.80,,16.37,"81",20.90,,81,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14612,,,,"SBS","mc2","01b",,,,16.37,17.00,0,1,0,0,,,0,1,,0,0,0,"3","C"
"SBC3000","1",1,"Hw",24.90,,10.65,"87",17.10,,87,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14613,,,,"SBS","mc2","01b",,,,10.65,12.12,0,1,0,0,,,0,1,,0,0,0,"3",
"SBC3012","1",1,"Sx",12.80,,18.28,"22",8.20,,22,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14630,22,18.24,18184,"SBS","mc2","01b",,,,18.28,24.48,0,1,0,0,,,0,1,,0,0,0,,"C"
"SBC3013","1",1,"Pl",21.30,,13.26,"59",14.70,,59,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14631,,13.26,18185,"SBS","mc2","01b",,,,13.26,14.33,0,1,0,0,,"check",0,1,,0,0,0,"6","B"
"SBC3014","1",1,"Pl",26.90,,12.69,"62",14.50,,62,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14632,,12.69,18186,"SBS","mc2","01b",,,,12.69,13.68,0,1,0,0,,"check",0,1,,0,0,0,"4","C"
"SBC3015","1",1,"Pl",18.00,,12.80,"61",14.50,,61,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14633,,12.80,18187,"SBS","mc2","01b",,,,12.80,13.82,0,1,0,0,,"check",0,1,,0,0,0,"3","B"
"SBC3016","1",1,"Pl",19.70,,17.12,"61",19.10,,61,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14634,,17.12,18188,"SBS","mc2","01b",,,,17.12,18.09,0,1,0,0,,,0,1,,0,0,0,"4","B"
"SBC3017","1",1,"Pl",15.10,,14.16,"60",15.80,,60,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14635,,14.16,18189,"SBS","mc2","01b",,,,14.16,15.18,0,1,0,0,,"check",0,1,,0,0,0,"4","C"
"SBC3017","1",2,"Sx",14.70,,12.92,"57",14.60,,57,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14635,57,12.92,18190,"SBS","mc2","01b",,,,12.92,15.66,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC3018","1",1,"Pl",20.90,,19.04,"20",9.70,,20,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14636,,19.04,18191,"SBS","mc2","01b",,,,19.04,22.56,0,1,0,0,,,0,1,,0,0,0,"3","C"
"SBC3019","1",1,"Pl",23.50,,19.69,"64",22.30,,64,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14637,,19.69,18192,"SBS","mc2","01b",,,,19.69,20.56,0,1,0,0,,,0,1,,0,0,0,"3","B"
"SBC3020","1",1,"Pl",38.60,,26.70,"69",30.50,,69,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14638,,26.70,18193,"SBS","mc2","01b",,,,26.70,27.43,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC3021","1",1,"Pl",21.80,,19.40,"66",22.30,,66,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,14639,,19.40,18194,"SBS","mc2","01b",,,,19.40,20.23,0,1,0,0,,,0,1,,0,0,0,"3","B"
"SBC3044","1",1,"Pl",16.50,,16.51,"57",17.80,,57,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,14745,57,16.51,18794,"SBS","mc2","05",,,,16.51,17.59,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC3045","1",1,"Pl",15.30,,18.13,"23",10.20,,23,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,14746,23,18.13,18795,"SBS","mc2","01b",,,,18.13,21.19,0,1,0,0,,,0,1,,0,0,0,"2","C"
"SBC3049","1",1,"Bl",28.80,,19.39,"46",18.20,,46,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,14750,46,19.39,18802,"SBS","mc2","06",,,,19.39,22.38,0,1,0,0,,,0,1,,0,0,0,"5","E"
"SBC3049","1",2,"Sx",34.20,,19.17,"48",18.50,,48,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,14750,,19.19,18801,"SBS","mc2","06",,,,19.17,22.66,0,1,0,0,,,0,1,,0,0,0,"5","E"
"SBC3050","1",1,"Sx",29.00,,24.36,"42",21.10,,42,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,14751,,24.46,18803,"SBS","mc2","05",,,,24.36,28.26,0,1,0,0,,,0,1,,0,0,0,"5","D"
"SBC3054","1",1,"Pl",19.00,,20.48,"22",11.50,,22,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,14755,22,20.48,18809,"SBS","mc2","02",,,,20.48,23.66,0,1,0,0,,,0,1,,0,0,0,"2","C"
"SBC3055","1",1,"Bl",33.80,,19.14,"53",20.00,,53,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,14756,53,19.14,18810,"SBS","mc2","06",,,,19.14,21.89,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC3055","1",2,"Sx",30.30,,17.65,"55",19.10,,55,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,14756,,17.65,18811,"SBS","mc2","06",,,,17.65,20.53,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC3056","1",1,"Sx",30.10,,19.90,"58",22.30,,58,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,14757,,19.90,18812,"SBS","mc2","06",,,,19.90,22.52,0,1,0,0,,,0,1,,0,0,0,"5","C"
"SBC3056","1",2,"Pl",29.50,,19.12,"58",20.70,,58,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,14757,58,19.12,18813,"SBS","mc2","06",,,,19.12,20.15,0,1,0,0,,,0,1,,0,0,0,"5","C"
"SBC3057","1",1,"Bl",25.10,,15.92,"53",16.70,,53,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,14758,53,15.92,18814,"SBS","mc2","06",,,,15.92,18.91,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC3057","1",2,"Sx",28.70,,17.73,"50",17.70,,50,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,14758,,17.70,18815,"SBS","mc2","06",,,,17.73,21.02,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC3058","1",1,"Sx",35.10,,16.42,"106",27.80,,106,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,14759,,16.42,18816,"SBS","mc2","05",,,,16.42,17.69,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC3059","1",1,"Bl",34.40,,14.11,"112",24.70,,112,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,14760,112,14.11,18818,"SBS","mc2","05",,,,14.11,15.41,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC3060","1",1,"Bl",35.10,,19.67,"79",26.40,,79,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,14761,79,19.67,18819,"SBS","mc2","06",,,,19.67,21.31,0,1,0,0,,,0,1,,0,0,0,"2","C"
"SBC3061","1",1,"Bl",27.30,,18.09,"54",19.20,,54,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,14762,54,18.09,18821,"SBS","mc2","06",,,,18.09,20.84,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC3061","1",2,"Sx",34.10,,21.53,"54",22.80,,54,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,14762,,21.53,18820,"SBS","mc2","06",,,,21.53,24.50,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC3062","1",1,"Bl",32.10,,15.15,"92",23.40,,92,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,14763,92,15.15,18822,"SBS","mc2","01",,,,15.15,16.75,0,1,0,0,,,0,1,,0,0,0,"4","B"
"SBC3064","1",1,"Pl",20.90,,18.01,"59",19.70,,59,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,14765,59,18.01,18824,"SBS","mc2","02",,,,18.01,19.03,0,1,0,0,,,0,1,,0,0,0,"1","B"
"SBC3065","1",1,"Sx",34.90,,13.36,"117",25.60,,117,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,14766,,13.36,18825,"SBS","mc2","06",,,,13.36,14.58,0,1,0,0,,,0,1,,0,0,0,"6","C"
"SBC3067","1",1,"Pl",22.40,,19.39,"56",20.60,,56,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,14768,56,19.39,18827,"SBS","mc2","05",,,,19.39,20.48,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC3068","1",1,"Bl",21.60,,12.96,"60",15.20,,60,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,14769,60,12.96,18828,"SBS","mc2","01a",,,,12.96,15.79,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC3069","1",1,"Pl",28.80,,15.84,"62",17.90,,62,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,14770,62,15.84,18829,"SBS","mc2","02",,,,15.84,16.80,0,1,0,0,,,0,1,,0,0,0,"1","B"
"SBC3070","1",1,"Pl",20.90,,19.76,"53",20.40,,53,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,14771,53,19.76,18830,"SBS","mc2","02",,,,19.76,20.92,0,1,0,0,,,0,1,,0,0,0,"1","B"
"SBC3077","1",1,"Bl",14.80,,16.29,"24",8.40,,24,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,14778,24,16.29,18837,"SBS","mc2","02",,,,16.29,22.01,0,1,0,0,,,0,1,,0,0,0,"2","B"
"SBC3078","1",1,"Sx",24.90,,26.28,"22",13.50,,22,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,14779,,26.57,18838,"SBS","mc2","05",,,,26.28,32.02,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC3080","1",1,"Sx",12.80,,22.68,"16",8.20,,16,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,14781,,22.79,18840,"SBS","mc2","01",,,,22.68,31.72,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC3081","1",1,"Bl",25.30,,17.47,"64",21.00,,64,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,14782,64,17.47,18841,"SBS","mc2","05",,,,17.47,19.82,0,1,0,0,,,0,1,,0,0,0,"4","D"
"SBC3278","1",1,"Pl",27.10,,17.12,"73",20.80,,73,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,120,15100,73,17.12,19516,"SBS","mc2","01",,,,17.12,17.85,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC3278","1",2,"Pl",26.00,,18.74,"66",21.60,,66,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,120,15100,66,18.74,19512,"SBS","mc2","01",,,,18.74,19.59,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC3278","1",4,"Pl",25.60,,16.74,"74",20.50,,74,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,120,15100,74,16.74,19514,"SBS","mc2","01",,,,16.74,17.46,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC3278","1",5,"Pl",24.70,,16.78,"66",19.50,,66,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,120,15100,66,16.78,19515,"SBS","mc2","01",,,,16.78,17.65,0,1,0,0,,,0,1,,0,0,0,"4","C"
"SBC3279","1",1,"Pl",30.10,,16.80,"51",17.00,,51,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,120,15101,51,16.80,19094,"SBS","mc2","01c",,,,16.80,18.18,0,1,0,0,,,0,1,,0,0,0,"3","C"
"SBC3279","1",2,"Pl",27.50,,15.84,"48",15.40,,48,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,120,15101,48,15.84,19095,"SBS","mc2","01c",,,,15.84,17.27,0,1,0,0,,,0,1,,0,0,0,"3","C"
"SBC3279","1",3,"Pl",24.30,,18.98,"46",18.00,,46,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,120,15101,46,18.98,19096,"SBS","mc2","01c",,,,18.98,20.48,0,1,0,0,,,0,1,,0,0,0,"3","C"
"SBC3279","1",4,"Pl",23.80,,15.31,"49",15.10,,49,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,120,15101,49,15.31,19097,"SBS","mc2","01c",,,,15.31,16.73,0,1,0,0,,,0,1,,0,0,0,"3","C"
"SBC3280","1",1,"Pl",16.50,,12.61,"50",12.60,,50,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,120,15102,50,12.61,19098,"SBS","mc2","01",,,,12.61,14.02,0,1,0,0,,"check",0,1,,0,0,0,"4","C"
"SBC3280","1",2,"Pl",16.40,,15.82,"49",15.60,,49,1.30,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,120,15102,49,15.82,19099,"SBS","mc2","01",,,,15.82,17.22,0,1,0,0,,"check",0,1,,0,0,0,"4","C"
"SBC3280","1",3,"Pl",16.10,,13.51,"50",13.50,,50,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,120,15102,50,13.51,19100,"SBS","mc2","01",,,,13.51,14.94,0,1,0,0,,"check",0,1,,0,0,0,"4","C"
