SS_NoSpace,TreeSpp,MeanPlotSiteIndex
CWHxm2/06,Fd,32
CWHxm2/06,Hw,24
CWHxm2/07,Bg,40
CWHxm2/07,Cw,28
CWHxm2/07,Fd,40
CWHxm2/08,Bg,40
CWHxm2/08,Cw,24
CWHxm2/09,Bg,28
CWHxm2/09,Cw,24
CWHxm2/11,Cw,8
CWHws2/03,Pl,16
CWHxm2/12,Cw,16
CWHxm2/12,Hw,32
CWHxm2/12,Ss,28
CWHxm2/13,Bg,36
CWHxm2/13,Cw,24
CWHxm2/13,Fd,36
CWHxm2/14,Bg,28
CWHxm2/14,Cw,28
CWHxm2/15,Cw,24
ESSFdc1/01,Bl,14.56799994
CWHws2/10,Pl,12
CWHxm/02,Pl,20
CWHxm/03,Pl,24
CWHxm/11,Pl,16
ESSFdc1/01,Sx,15.93090916
ESSFdc1/02,Bl,9
CWHxm2/02,Pl,20
CWHxm2/03,Pl,24
ESSFdc1/02,Sx,9
ESSFdc1/03,Bl,13.97090912
CWHxm2/11,Pl,16
ESSFdc1/01,Pl,17.6758333
ESSFdc1/03,Sx,9
ESSFdc1/04,Bl,14.57374966
ESSFdc1/02,Pl,12
ESSFdc1/03,Pl,16.06249988
ESSFdc1/04,Pl,17.9000001
ESSFdc1/04,Sx,12
ESSFdc1/05,Bl,12
ESSFdc1/05,Pl,12
ESSFdc1/06,Pl,9
ESSFdc2/01,Pl,16.91909096
ESSFdc1/05,Sx,12
ESSFdc1/06,Bl,9
ESSFdc2/03,Pl,15
ESSFdc2/04,Pl,15
ESSFdc1/06,Sx,9
ESSFdc2/01,Bl,16.4249999
ESSFdc2/05,Pl,15
ESSFdc2/06,Pl,15
ESSFdc2/01,Sx,15.8833334
ESSFdc2/03,Bl,12
ESSFdc2/07,Pl,15
ESSFdc2/08,Pl,12
ESSFdc2/03,Sx,12
ESSFdc2/04,Bl,13.55333339
ESSFdk/01,Pl,19.93857111
ESSFdk/02,Pl,15
ESSFdc2/04,Sx,12
ESSFdc2/05,Bl,12
ESSFdk/03,Pl,16.68727251
ESSFdk/04,Pl,18.07666667
ESSFdc2/05,Sx,12
ESSFdc2/06,Bl,12
ESSFdk/05,Pl,18
ESSFdc2/06,Sx,18.13444434
ESSFdc2/07,Bl,12
ESSFdk/06,Pl,15
ESSFdc2/07,Sx,15
ESSFdc2/08,Bl,9
ESSFdv/01,Pl,15
ESSFdv/02,Pl,12
ESSFdc2/08,Sx,12
ESSFdk/01,Bl,15
ESSFdk/01,Fd,18
ESSFdv/03,Pl,12
ESSFdv/04,Pl,15
ESSFdk/01,Sx,15
ESSFdk/02,Bl,12
ESSFdk/02,Fd,15
ESSFdv/05,Pl,15
ESSFdv/06,Pl,9
ESSFdk/02,Sx,12
ESSFdk/03,Bl,15.15154544
ESSFmc/01,Pl,16.17699996
ESSFmc/02,Pl,13.48142869
ESSFdk/03,Sx,15.28449984
ESSFdk/04,Bl,14.72715385
ESSFdk/04,Fd,17.87142822
ESSFdk/04,Pa,15
ESSFmc/03,Pl,15.89250004
ESSFdk/04,Sx,14.27392851
ESSFdk/05,Bl,12
ESSFmc/04,Pl,15.00600023
ESSFdk/05,Sx,15
ESSFdk/06,Bl,12
ESSFmc/05,Pl,17.78350019
ESSFmc/06,Pl,19.02666664
ESSFdk/06,Sx,15
ESSFdk1/01,Lw,18
ESSFdk1/02,Lw,15
ESSFdk1/04,Lw,18
ESSFdk2/01,Lw,18
ESSFdk2/02,Lw,15
ESSFdk2/04,Lw,18
ESSFdv/01,Bl,12
ESSFmc/07,Pl,15
ESSFdv/01,Sx,12
ESSFdv/02,Bl,9
ESSFdv/02,Pa,6
ESSFmk/01,Pl,12
ESSFmk/02,Pl,9
ESSFdv/02,Sx,9
ESSFdv/03,Bl,9
ESSFdv/03,Pa,9
ESSFmk/03,Pl,9
ESSFmk/04,Pl,12
ESSFdv/03,Sx,9
ESSFdv/04,Bl,12
ESSFdv/04,Pa,9
ESSFmk/05,Pl,15
ESSFmm1/01,Pl,18
ESSFdv/04,Sx,12
ESSFdv/05,Bl,12
ESSFmm1/02,Pl,9
ESSFdv/05,Sx,15
ESSFdv/06,Bl,9
ESSFmm1/03,Pl,12
ESSFdv/06,Sx,9
ESSFmc/01,Bl,14.89769217
ESSFmm1/04,Pl,15
ESSFmc/01,Sx,14.24400005
ESSFmc/02,Bl,13.86000001
ESSFmm1/05,Pl,15
ESSFmm1/06,Pl,18
ESSFmm1/07,Pl,12
ESSFmc/02,Sx,13.26900001
ESSFmc/03,Bl,13.62909092
ESSFmv1/01,Pl,15
ESSFmv1/02,Pl,12
ESSFmc/03,Sx,9
ESSFmc/04,Bl,13.46454551
ESSFmv1/03,Pl,12
ESSFmv1/04,Pl,18
ESSFmc/04,Sx,14.48699989
ESSFmc/05,Bl,15.07200003
ESSFmv1/05,Pl,15
ESSFmv2/01,Pl,15
ESSFmc/05,Sx,17.08333355
ESSFmc/06,Bl,15.49416677
ESSFmv2/02,Pl,12
ESSFmv2/03,Pl,9
ESSFmc/06,Sx,18.86999977
ESSFmc/07,Bl,12
ESSFmv2/04,Pl,18
ESSFmv2/05,Pl,15
ESSFmc/07,Sx,15
ESSFmc/08,Bl,10.56375003
ESSFmc/08,Sx,11.66111125
ESSFmc/09,Bl,9
ESSFmc/09,Sx,9
ESSFmc/10,Bl,12.66999997
ESSFmc/10,Sx,15.60076908
ESSFmk/01,Ba,12
ESSFmk/01,Bl,12
ESSFmk/01,Hm,12
ESSFmv2/06,Pl,15
ESSFmk/01,Sx,12
ESSFmk/02,Bl,9
ESSFmk/02,Hm,9
ESSFmk/02,Pa,9
ESSFmv3/01,Pl,17.29999987
ESSFmk/02,Sx,9
ESSFmk/03,Bl,9
ESSFmk/03,Hm,9
ESSFmk/03,Pa,9
ESSFmv3/02,Pl,9
ESSFmk/03,Sx,9
ESSFmk/04,Ba,12
ESSFmk/04,Bl,12
ESSFmk/04,Hm,12
ESSFmv3/03,Pl,9
ESSFmk/04,Sx,12
ESSFmk/05,Ba,12
ESSFmk/05,Bl,12
ESSFmk/05,Hm,12
ESSFmk/05,Sx,15
ESSFmk/06,Bl,9
ESSFmk/06,Sx,9
ESSFmk/07,Bl,9
ESSFmk/07,Sx,9
ESSFmm1/01,Bl,15
ESSFmv3/04,Pl,15
ESSFmm1/01,Sx,15
ESSFmm1/02,Bl,6
ESSFmv3/05,Pl,15
ESSFmm1/02,Sx,9
ESSFmm1/03,Bl,12
ESSFmv3/06,Pl,12
ESSFmm1/03,Sx,12
ESSFmm1/04,Bl,12
ESSFmv3/07,Pl,9
ESSFmv4/01,Pl,15
ESSFmm1/04,Sx,12
ESSFmm1/05,Bl,15
ESSFmv4/02,Pl,12
ESSFmv4/03,Pl,9
ESSFmm1/05,Sx,15
ESSFmm1/06,Bl,15
ESSFmv4/04,Pl,18
ESSFmm1/06,Sx,18
ESSFmm1/07,Bl,12
ESSFmv4/05,Pl,15
ESSFmw/01,Pl,15
ESSFmm1/07,Sx,12
ESSFmv1/01,Bl,12
ESSFmw/02,Pl,12
ESSFmw/03,Pl,15
ESSFmv1/01,Sx,15
ESSFmv1/02,Bl,9
ESSFmw/04,Pl,15
ESSFmv1/03,Bl,9
ESSFmw/05,Pl,18
ESSFmv1/03,Sx,12
ESSFmv1/04,Bl,15
ESSFmw/06,Pl,15
ESSFmw1/01,Pl,15
ESSFmv1/04,Sx,15
ESSFmv1/05,Bl,15
ESSFmw1/02,Pl,12
ESSFmv1/05,Sx,15
ESSFmv2/01,Bl,12
ESSFmw1/03,Pl,15
ESSFmv2/01,Sx,15
ESSFmv2/02,Bl,9
ESSFmw1/04,Pl,15
ESSFmv2/02,Sx,9
ESSFmv2/03,Bl,6
ESSFmw1/05,Pl,18
ESSFmv2/03,Sb,6
ESSFmv2/03,Sx,6
ESSFmv2/04,Bl,15
ESSFmw1/06,Pl,15
ESSFmv2/04,Sx,15
ESSFmv2/05,Bl,15
ESSFvv/02,Pl,12
ESSFmv2/05,Sx,15
ESSFmv2/06,Bl,15
ESSFwc1/01,Pl,20.5510525
ESSFmv2/06,Sx,15
ESSFmv3/01,Bl,12
ESSFwc1/02,Pl,17.9117857
ESSFwc1/03,Pl,18
ESSFwc1/04,Pl,18
ESSFmv3/01,Sx,12
ESSFmv3/02,Bl,9
ESSFwc2/01,Pl,15
ESSFwc2/02,Pl,12
ESSFwc2/03,Pl,15
ESSFmv3/02,Sx,9
ESSFmv3/03,Bl,6
ESSFwc2/04,Pl,15
ESSFwc2/05,Pl,15
ESSFwc2/05,Pl,12
ESSFmv3/03,Sb,6
ESSFmv3/03,Sx,6
ESSFmv3/04,Bl,12
ESSFwc2/06,Pl,18
ESSFwc2/07,Pl,18
ESSFwc2/08,Pl,12
ESSFmv3/04,Sx,15
ESSFmv3/05,Bl,12
ESSFwc2/09,Pl,12
ESSFwc3/01,Pl,17.15142877
ESSFwc3/02,Pl,9
ESSFmv3/05,Sx,15
ESSFmv3/06,Bl,12
ESSFwc4/01,Pl,21
ESSFwc4/02,Pl,15.97812504
ESSFmv3/07,Bl,9
ESSFwc4/03,Pl,18
ESSFwc4/04,Pl,21
ESSFwc4/07,Pl,12
ESSFmv3/07,Sx,9
ESSFmv4/01,Bl,12
ESSFwk1/01,Pl,19.83571434
ESSFmv4/01,Sx,15
ESSFmv4/02,Bl,9
ESSFwk1/02,Pl,12
ESSFwk1/03,Pl,19.53857149
ESSFmv4/02,Sx,9
ESSFmv4/03,Bl,6
ESSFwk1/04,Pl,18
ESSFmv4/03,Sb,6
ESSFmv4/03,Sx,6
ESSFmv4/04,Bl,15
ESSFwk1/05,Pl,18
ESSFmv4/04,Sx,15
ESSFmv4/05,Bl,15
ESSFwk2/03,Pl,17.08874989
ESSFwm/01,Pl,18
ESSFmv4/05,Sx,15
ESSFmw/01,Ba,15
ESSFmw/01,Bl,15
ESSFwm/02,Pl,15
ESSFmw/01,Sx,15
ESSFmw/02,Bl,9
ESSFmw/02,Pa,9
ESSFwm/03,Pl,18
ESSFmw/02,Sx,12
ESSFmw/03,Fd,15
ESSFwm/04,Pl,18
ESSFmw/03,Sx,12
ESSFmw/04,Bl,12
ESSFmw/04,Fd,15
ESSFwv/01,Pl,12
ESSFmw/04,Sx,12
ESSFmw/05,Ba,15
ESSFmw/05,Bl,15
ESSFmw/05,Sx,15
ESSFmw/06,Ba,15
ESSFmw/06,Bl,15
ESSFwv/02,Pl,9
ESSFmw/06,Sx,15
ESSFmw/07,Ba,18
ESSFmw/07,Bl,18
ESSFmw/07,Sx,18
ESSFmw/08,Bl,9
ESSFmw/08,Sx,18
ESSFmw1/01,Ba,15
ESSFmw1/01,Bl,15
ESSFwv/03,Pl,9
ESSFmw1/01,Sx,15
ESSFmw1/02,Bl,9
ESSFmw1/02,Pa,9
ESSFwv/04,Pl,12
ESSFmw1/02,Sx,12
ESSFmw1/03,Fd,15
ESSFwv/05,Pl,12
ESSFwv/06,Pl,15
ESSFmw1/03,Sx,12
ESSFmw1/04,Bl,12
ESSFmw1/04,Fd,15
ESSFxc/01,Pl,15
ESSFmw1/04,Sx,12
ESSFmw1/05,Ba,15
ESSFmw1/05,Bl,15
ESSFxc/02,Pl,12
ESSFmw1/05,Sx,15
ESSFmw1/06,Ba,15
ESSFmw1/06,Bl,15
ESSFmw1/06,Sx,15
ESSFmw1/07,Ba,18
ESSFmw1/07,Bl,18
ESSFmw1/07,Sx,18
ESSFmw1/08,Bl,9
ESSFmw1/08,Sx,18
ESSFvc/01,Bl,15
ESSFvc/01,Hm,12
ESSFvc/01,Sx,15
ESSFvc/02,Bl,12
ESSFvc/02,Hm,9
ESSFvc/02,Sx,12
ESSFvc/03,Bl,15
ESSFvc/03,Hm,12
ESSFvc/03,Sx,15
ESSFvc/04,Bl,18
ESSFvc/04,Sx,18
ESSFvc/05,Bl,18
ESSFvc/05,Sx,18
ESSFvv/01,Bl,12
ESSFvv/01,Sx,12
ESSFvv/02,Bl,9
ESSFxc/05,Pl,13.74714279
ESSFvv/02,Sx,9
ESSFvv/03,Bl,12
ESSFvv/03,Sx,9
ESSFvv/04,Bl,12
ESSFvv/04,Sx,12
ESSFwc1/01,Bl,19.34388865
ESSFwc1/01,Cw,15
ESSFwc1/01,Hw,15
ESSFxc/06,Pl,15
ESSFwc1/01,Sx,18.27421053
ESSFwc1/02,Bl,17.32034483
ESSFxc/07,Pl,18
ESSFxc/08,Pl,9
ESSFxv1/01,Pl,15
ESSFxv1/02,Pl,9
ESSFwc1/02,Sx,15
ESSFwc1/03,Bl,19.70599988
ESSFwc1/03,Cw,15
ESSFwc1/03,Hw,15
ESSFxv1/03,Pl,9
ESSFxv1/04,Pl,9
ESSFwc1/03,Sx,21
ESSFwc1/04,Bl,18
ESSFwc1/04,Hw,15
ESSFxv1/05,Pl,12.15499997
ESSFxv1/05,Pl,12
ESSFwc1/04,Sx,21
ESSFwc2/01,Bl,15
ESSFxv1/06,Pl,12
ESSFxv1/07,Pl,15
ESSFxv1/08,Pl,12
ESSFwc2/01,Sx,15
ESSFwc2/02,Bl,9
ESSFxv1/09,Pl,12
ESSFxv2/01,Pl,15
ESSFxv2/02,Pl,9
ESSFxv2/03,Pl,9
ESSFwc2/02,Sx,12
ESSFwc2/03,Bl,12
ESSFxv2/04,Pl,12
ESSFxv2/05,Pl,12
ESSFxv2/06,Pl,15
ESSFxv2/07,Pl,15
ESSFxv2/08,Pl,12
ESSFwc2/03,Sx,12
ESSFwc2/04,Bl,12
ESSFxv2/10,Pl,12
ICHdk/01,Pl,22.89999986
ICHdk/02,Pl,15
ICHdk/03,Pl,18
ESSFwc2/04,Sx,12
ESSFwc2/05,Bl,13.6218182
ICHdk/04,Pl,23.01142829
ICHdk/05,Pl,25.3228569
ESSFwc2/05,Sx,12
ESSFwc2/06,Bl,15
ICHdw/01,Pl,NA
ICHdw/01a,Pl,21
ICHdw/01b,Pl,24.5
ICHdw/02,Pl,21
ICHdw/03,Pl,24
ICHdw/04,Pl,24
ESSFwc2/06,Sx,15
ESSFwc2/07,Bl,18
ICHmc1/01,Pl,21.36466638
ICHmc1/02,Pl,19.60555564
ICHmc1/03,Pl,21.61642838
ESSFwc2/07,Sx,21
ESSFwc2/08,Bl,15
ICHmc1/04,Pl,20.81571415
ICHmc1/05,Pl,21
ICHmc1a/01,Pl,21
ESSFwc2/08,Sx,15
ESSFwc2/09,Bl,12
ICHmc1a/02,Pl,21
ICHmc1a/03,Pl,24
ICHmc2/01,Pl,20.31727278
ESSFwc2/09,Sx,12
ESSFwc3/01,Bl,17.64000007
ESSFwc3/01,Sx,15
ESSFwc3/02,Bl,9
ICHmc2/02,Pl,15
ESSFwc3/02,Sx,9
ESSFwc3/03,Bl,15
ESSFwc3/03,Sx,15
ESSFwc4/01,Bl,15
ESSFwc4/01,Sx,18
ESSFwc4/02,Bl,15.33692316
ICHmc2/03,Pl,24.17857143
ESSFwc4/02,Sx,15
ESSFwc4/03,Bl,15
ICHmc2/04,Pl,21
ESSFwc4/03,Sx,15
ESSFwc4/04,Bl,15
ICHmc2/05,Pl,24
ESSFwc4/04,Sx,18
ESSFwc4/05,Bl,18
ESSFwc4/05,Sx,18
ESSFwc4/06,Bl,15
ESSFwc4/06,Sx,18
ESSFwc4/07,Bl,12
ICHmc2/06,Pl,21
ESSFwc4/07,Sx,12
ESSFwk1/01,Bl,19.54857091
ICHmc2/07,Pl,15
ESSFwk1/01,Sx,15
ESSFwk1/02,Bl,9
ICHmc2/51,Pl,18
ICHmc2/52,Pl,21.63200035
ESSFwk1/02,Sx,9
ESSFwk1/03,Bl,12
ICHmc2/53,Pl,21
ICHmc2/54,Pl,21
ICHmk1/01,Pl,19.82444445
ESSFwk1/03,Sx,18.29571397
ESSFwk1/04,Bl,20.0814288
ICHmk1/01-YS,Pl,21
ICHmk1/02,Pl,18
ICHmk1/03,Pl,21
ESSFwk1/04,Sx,26.27111117
ESSFwk1/05,Bl,21.74500012
ICHmk1/04,Pl,20.21000024
ICHmk1/05,Pl,24.74749994
ICHmk1/06,Pl,24
ESSFwk1/05,Sx,25.05099983
ESSFwk1/06,Bl,9
ESSFwk1/06,Sx,9
ESSFwk1/07,Bl,12
ESSFwk1/07,Sx,15
ESSFwk2/01,Bl,18.93777763
ESSFwk2/01,Sx,15
ESSFwk2/02,Bl,9
ESSFwk2/02,Sx,9
ESSFwk2/03,Bl,12
ICHmk1/07,Pl,21
ICHmk2/01,Pl,21
ESSFwk2/03,Sx,12
ESSFwk2/04,Bl,20.832857
ESSFwk2/04,Sx,15
ESSFwk2/05,Bl,19.39888912
ESSFwk2/05,Sx,15
ESSFwk2/06,Bl,12
ESSFwk2/06,Sx,12
ESSFwm/01,Bl,12
ICHmk2/02,Pl,18
ICHmk2/03,Pl,21
ESSFwm/01,Sx,15
ESSFwm/02,Bl,12
ICHmk2/04,Pl,21
ICHmk2/05,Pl,24
ESSFwm/02,Sx,15
ESSFwm/03,Bl,12
ESSFwm/03,Fd,18
ESSFwm/03,Hw,15
ESSFwm/03,Lw,18
ICHmk2/06,Pl,21
ICHdw/04,Pw,27
ESSFwm/03,Sx,15
ESSFwm/04,Bl,15
ICHmk3/01,Pl,23.65714291
ESSFwm/04,Sx,18
ESSFwv/01,Bl,13.65666672
ICHmk3/02,Pl,18
ESSFwv/01,Sx,13.38000011
ICHmk3/03,Pl,21
ESSFwv/02,Sx,9
ESSFwv/03,Bl,9
ICHmk3/04,Pl,24
ICHmk3/05,Pl,21
ESSFwv/03,Sx,9
ESSFwv/04,Bl,12
ICHmk3/06,Pl,21
ICHmk3/07,Pl,21
ESSFwv/04,Sx,12
ESSFwv/05,Bl,12
ICHmm/01,Pl,23.60428565
ESSFwv/05,Sx,12
ESSFwv/06,Bl,12
ICHmm/02,Pl,15
ICHmm/03,Pl,22.01700001
ESSFwv/06,Sx,18.61142812
ESSFwv/07,Bl,9
ESSFwv/07,Sx,9
ESSFwv/08,Bl,9
ESSFwv/08,Sx,9
ESSFwv/09,Bl,9
ESSFwv/09,Sx,9
ESSFxc/01,Bl,15.41666667
ICHmm/04,Pl,21
ESSFxc/01,Sx,12
ESSFxc/02,Bl,9
ICHmm/05,Pl,24
ESSFxc/02,Sx,9
ESSFxc/05,Bl,12
ICHmm/06,Pl,21
ICHmm/07,Pl,15
ESSFxc/05,Sx,12
ESSFxc/06,Bl,12
ICHmm/08,Pl,15
ICHmw1/01,Pl,24
ESSFxc/06,Sx,14.93285738
ESSFxc/07,Bl,15
ICHmw1/02,Pl,18
ICHmw1/03,Pl,21
ESSFxc/07,Sx,14.98571409
ESSFxc/08,Bl,12
ICHmw1/04,Pl,21
ICHmw1/05,Pl,24
ESSFxc/08,Sx,9
ESSFxv1/01,Bl,12
ESSFxv1/01,Pa,9
ICHmw1/06,Pl,24
ESSFxv1/01,Sx,12
ESSFxv1/02,Bl,6
ESSFxv1/02,Pa,6
ICHmw1/07,Pl,21
ICHmw2/01,Pl,24
ESSFxv1/04,Bl,9
ESSFxv1/04,Pa,9
ICHmw2/01-YS,Pl,24
ESSFxv1/05,Bl,10.02125001
ESSFxv1/05,Bl,9
ESSFxv1/05,Pa,9
ICHmw2/02,Pl,21.20727262
ICHmw2/03,Pl,24
ESSFxv1/06,Bl,12
ESSFxv1/06,Pa,9
ICHmw2/03,Pl,21.20727262
ESSFxv1/06,Sx,12
ESSFxv1/07,Bl,12
ICHmw2/04,Pl,24
ESSFxv1/07,Sx,15
ICHmw2/05,Pl,27
ICHmw2/05,Pl,24
ESSFxv1/08,Sx,12
ESSFxv1/09,Bl,9
ICHmw2/06,Pl,27
ICHmw3/01,Pl,21
ESSFxv1/09,Sx,15
ESSFxv2/01,Bl,12
ESSFxv2/01,Pa,9
ICHmw3/01-YC,Pl,21
ICHmw3/02,Pl,18
ESSFxv2/01,Sx,15
ESSFxv2/02,Bl,6
ESSFxv2/02,Pa,6
ICHmw3/03,Pl,21
ESSFxv2/03,Pa,6
ICHmw3/04,Pl,21
ESSFxv2/04,Bl,9
ESSFxv2/04,Pa,6
ICHmw3/05,Pl,21
ESSFxv2/05,Bl,9
ESSFxv2/05,Pa,6
ESSFxv2/05,Sx,9
ESSFxv2/06,Bl,12
ESSFxv2/06,Pa,9
ICHmw3/06,Pl,24
ESSFxv2/06,Sx,12
ESSFxv2/07,Bl,15
ICHvk2/01,Pl,24
ICHvk2/02,Pl,15
ESSFxv2/07,Sx,15
ICHvk2/03,Pl,15
ICHvk2/04,Pl,18
ESSFxv2/08,Sx,15
ESSFxv2/09,Bl,9
ESSFxv2/09,Sx,12
ICHvk2/05,Pl,21
ESSFxv2/10,Sx,12
ICHdk/01,Bl,20.73142842
ICHdk/01,Fd,23.5733331
ICHvk2/06,Pl,18
ICHdk/01,Sx,22.42363618
ICHdk/02,Fd,15
ICHvk2/07,Pl,15
ICHwc/01,Pl,21
ICHdk/04,Fd,23.87142863
ICHdk/04,Sx,21
ICHdk/05,Fd,25.98714311
ICHdk/05,Sx,25.70125031
ICHdw/01,Fd,NA
ICHwc/02,Pl,15
ICHdw/01a,Bg,18
ICHdw/01a,Bl,18
ICHdw/01a,Cw,15
ICHdw/01a,Fd,24
ICHdw/01a,Hw,18
ICHmw2/04,Pw,27
ICHdw/01b,Bg,21
ICHdw/01b,Bl,24
ICHdw/01b,Cw,18
ICHdw/01b,Fd,25.5
ICHdw/01b,Hw,18
ICHmw2/05,Pw,27
ICHdw/01b,Sx,21
ICHdw/02,Cw,18
ICHdw/02,Fd,15
ICHdw/02,Hw,18
ICHdw/03,Bg,21
ICHdw/03,Bl,21
ICHdw/03,Cw,18
ICHdw/03,Fd,27
ICHdw/03,Hw,21
ICHwc/03,Pl,21
ICHmw2/06,Pw,27
ICHdw/03,Sx,24
ICHdw/04,Bg,21
ICHdw/04,Bl,21
ICHdw/04,Cw,21
ICHdw/04,Fd,27
ICHdw/04,Hw,18
ICHwc/04,Pl,24
ICHmw3/07,Pw,27
ICHdw/04,Sx,24
ICHdw1/01a,Lw,21
ICHdw1/101,Lw,NA
ICHdw1/101,Py,21
ICHdw1/102,Lw,27
ICHdw1/102,Py,21
ICHdw1/110,Lw,24
ICHdw1/110,Py,24
ICHdw1/112,Lw,27
ICHmc1/01,Bl,18.99315799
ICHmc1/01,Hw,21.37285723
ICHmc1/01,Sx,22.55111112
ICHmc1/02,Bl,16.97571441
ICHmc1/02,Hw,17.08571407
ICHmc1/03,Bl,18.5224998
ICHmc1/03,Hw,22.06714249
ICHmc1/03,Sx,23.16041668
ICHmc1/04,Bl,20.92000008
ICHmc1/04,Hw,21.27428573
ICHwk1/01,Pl,24
ICHmc1/04,Sx,24.43000003
ICHmc1/05,Bl,21
ICHmc1/05,Sx,24
ICHmc1/06,Bl,15
ICHmc1/06,Hw,15
ICHmc1/06,Sx,21
ICHmc1a/01,Hw,15
ICHwk1/02,Pl,18
ICHmc1a/01,Sx,21
ICHmc1a/02,Hw,15
ICHmc1a/02,Sx,21
ICHmc1a/03,Hw,18
ICHwk1/03,Pl,21
ICHmc1a/03,Sx,24
ICHmc2/01,Bl,19.0386666
ICHmc2/01,Cw,16.82986654
ICHmc2/01,Hw,17.54666666
ICHmc2/01,Sx,20.75638885
ICHmc2/02,Bl,12
ICHmc2/02,Hw,12
ICHmc2/02,Sx,17.48571478
ICHmc2/03,Bl,21.48857171
ICHmc2/03,Cw,18.77428559
ICHmc2/03,Hw,18.72499979
ICHmc2/03,Sx,23.6274999
ICHmc2/04,Bl,21.36142867
ICHmc2/04,Cw,20.14285728
ICHmc2/04,Hw,23.76285689
ICHwk1/04,Pl,21
ICHmc2/04,Sx,23.8599999
ICHmc2/05,Bl,22.72571455
ICHmc2/05,Cw,20.90714346
ICHmc2/05,Hw,24.04857145
ICHwk2/01,Pl,22.49857112
ICHmc2/05,Sx,25.64857129
ICHmc2/06,Bl,21
ICHmc2/06,Cw,21
ICHmc2/06,Hw,18
ICHwk2/02,Pl,15
ICHmc2/06,Sx,24.31142862
ICHmc2/07,Bl,15
ICHmc2/07,Cw,18
ICHmc2/07,Hw,15
ICHmc2/07,Sx,21
ICHmc2/51,Hw,15
ICHmc2/52,Bl,18
ICHmc2/52,Cw,15
ICHmc2/52,Hw,15
ICHmc2/52,Sx,21
ICHmc2/53,Bl,18
ICHmc2/53,Cw,15
ICHmc2/53,Hw,15
ICHwk2/03,Pl,15
ICHmc2/53,Sx,21
ICHmc2/54,Bl,21
ICHmc2/54,Cw,18
ICHmc2/54,Hw,15
ICHmc2/54,Sx,24
ICHmk1/01,Bl,16.00125003
ICHmk1/01,Cw,15
ICHmk1/01,Fd,20.50764707
ICHmk1/01,Lw,23.72857148
ICHwk2/04,Pl,23.17428589
ICHmk1/01,Sx,20.85066655
ICHmk1/01-YS,Bl,18
ICHmk1/01-YS,Cw,15
ICHmk1/01-YS,Fd,21
ICHmk1/01-YS,Lw,21
ICHwk2/05,Pl,21
ICHmk1/01-YS,Sx,18
ICHmk1/02,Fd,15
ICHwk2/06,Pl,21
ICHmk1/02,Py,15
ICHmk1/03,Bl,15
ICHmk1/03,Fd,17.83714294
ICHmk1/03,Lw,21
ICHwk2/07,Pl,21
ICHmk1/03,Py,18
ICHmk1/03,Sx,18
ICHmk1/04,Bl,18.1114284
ICHmk1/04,Cw,12
ICHmk1/04,Fd,22.53999986
ICHmk1/04,Lw,21
ICHwk3/01,Pl,21
ICHmk1/04,Sx,22.37571444
ICHmk1/05,At,23.04249978
ICHmk1/05,Bl,21
ICHmk1/05,Cw,17.34142862
ICHmk1/05,Fd,24.95874977
ICHmk1/05,Lw,24.44375038
ICHwk3/02,Pl,15
ICHmk1/05,Sx,21.75277816
ICHmk1/06,Bl,21
ICHmk1/06,Cw,18
ICHmk1/06,Fd,24
ICHmk1/06,Lw,24
ICHwk3/03,Pl,15
ICHmk1/06,Sx,21
ICHmk1/07,Bl,18
ICHmk1/07,Cw,15
ICHwk3/04,Pl,18
ICHmk1/07,Sx,18
ICHmk2/01,Bl,18
ICHmk2/01,Cw,15
ICHmk2/01,Fd,18
ICHwk3/05,Pl,24
ICHmk2/01,Sx,18
ICHmk2/02,Fd,15
ICHwk3/06,Pl,24
ICHmk2/03,Bl,15
ICHmk2/03,Fd,18
ICHmk2/03,Sx,18
ICHmk2/04,Cw,12
ICHmk2/04,Fd,18
ICHwk3/07,Pl,18
ICHmk2/04,Sx,18
ICHmk2/05,Bl,21
ICHmk2/05,Cw,18
ICHmk2/05,Fd,21
ICHwk3/08,Pl,15
ICHmk2/05,Sx,21
ICHmk2/06,Bl,18
ICHmk2/06,Cw,15
ICHmk2/06,Sx,18
ICHmk3/01,Bl,20.03125036
ICHmk3/01,Cw,16.40571404
ICHmk3/01,Fd,22.92583338
ICHwk4/01,Pl,23.95142828
ICHmk3/01,Sx,20.8058335
ICHmk3/02,Fd,15
ICHwk4/02,Pl,15
ICHmk3/03,Fd,19.64285714
ICHwk4/03,Pl,15
ICHmk3/04,Bl,20.47875023
ICHmk3/04,Fd,23.75142833
ICHwk4/04,Pl,24.01999964
ICHmk3/04,Sx,20.15428584
ICHmk3/05,Bl,18.8485715
ICHwk4/05,Pl,23.70500016
ICHmk3/05,Sx,21.63875008
ICHmk3/06,Bl,23.17285701
ICHmk3/06,Fd,21
ICHmk3/06,Sx,24.96571432
ICHmk3/07,Sx,21
ICHmm/01,Bl,20.51374948
ICHmm/01,Cw,17.32714285
ICHmm/01,Fd,22.86266658
ICHmm/01,Hw,20.75571428
ICHwk4/06,Pl,23.02000019
ICHmm/01,Sx,22.8107693
ICHmm/02,Bl,12
ICHmm/02,Cw,12
ICHmm/02,Fd,15
ICHmm/02,Hw,12
ICHmm/02,Sx,12
ICHmm/03,Bl,20.27857127
ICHmm/03,Cw,12
ICHmm/03,Fd,21.89374948
