PlotNumber,SubPlot,TreeNum,Species,DBH,Ht,BHA,SI50,remove
SBC7144,1,2,Fd,26.5,17.8,31,25.38,
SBC7688,1,1,Pl,24.1,14.2,20,25.38,
SBC5366,1,2,Bl,18.8,9.4,15,25.37,
SBC2707,1,3,Hw,16.2,11.5,20,25.37,
W094698,1,2,Lw,9.6,10.3,14,25.37,
KApsp82,1,2,Fd,55.3,38.4,101,25.36,
SBC2678,1,3,Hw,21.1,16.2,30,25.36,
SBC6344,1,1,Pl,15.2,20.2,34,25.36,
SBC7639,1,2,Bl,14.3,12.6,20,25.36,
SBC1611,1,0,Dr,,23.9,41,25.35,
8OK3681,1,2,Fd,21.1,18.7,33,25.35,
SBC0973,1,3,Hw,26.1,17.7,33,25.34,
SBC1278,1,1,Sw,,6.78,11,25.34,
SBC1610,1,0,Dr,,23.5,39,25.34,
SBC4655,1,1,Ss,11.9,7.6,15,25.33,
T936,1,2,Pl,24.5,22.3,40,25.33,
ARS-3,1,1,Pl,28.9,27.3,58,25.33,
SBC2566,1,2,Ss,37,21.1,40,25.33,
SBC2707,1,1,Ba,17.1,12.6,22,25.33,
SBC2594,1,2,Hw,29.8,21.2,40,25.32,
SBC5521,1,3,Pl,31.1,33.5,99,25.32,
SBC1286,1,1,Sw,,8.54,14,25.32,
SBC5456,1,1,Sx,22.1,13.7,24,25.32,
SBC7344,1,1,Pl,16.8,16.1,24,25.32,
SBC7634,1,1,Pl,21.8,18.2,29,25.32,
KN03040,1,4,Hw,11,10.2,17,25.31,
SBC1285,1,2,Sw,,11.28,19,25.31,
SBC3680,1,2,Sx,,31.55,72,25.3,
IFS8822,1,1,Fd,,36.58,92,25.29,
SBC7441,1,1,At,13.3,17.8,28,25.29,
SBC7179,1,1,Pl,27.9,15.6,23,25.28,
SBC7046,1,1,Bl,35.7,25.6,51,25.28,
SBC0237,1,1,Hw,,29.4,63,25.28,
SBC5622,1,1,Cw,44.1,20.2,35,25.28,
SBC5627,1,3,Hw,23.4,20.3,38,25.28,
T899,1,4,Sx,45.3,33.2,80,25.27,
K01-166,1,1,Fd,49.3,30.59254,67,25.27,
020KD7,1,1,Bl,8.2,6.2,10,25.27,
SBC5630,1,1,Ba,23.4,16.7,30,25.27,
SBC7687,1,3,Bl,37.2,30.6,70,25.27,
SBC2810,1,1,Hw,,24.8,49,25.26,
TFLS62,1,1,Bl,52.5,35.8,104,25.26,
5-A-12,1,1,Lw,37.5,27.23,56,25.26,
SBC2746,1,1,Hw,,23.5,46,25.25,
SBC5404,1,4,Hw,14.3,13.4,24,25.25,
SBC5691,1,2,Sx,10.8,8.5,14,25.24,
SBC2803,1,1,Cw,,24.2,47,25.24,
t49143,1,1,Fd,32.5,20.3,37,25.24,
4-A-6,1,1,Pl,29.2,27.67,60,25.24,
SBC5650,1,1,Sx,46.7,34.1,85,25.24,
SBC7682,1,2,Bl,15.4,17.2,29,25.24,
KN02447,1,2,Pl,17.6,14.6,21,25.23,
SBC5385,1,1,Sx,16.2,13.2,23,25.23,
NEpsp33,1,1,At,19.7,17.3,27,25.22,
NEpsp30,1,1,At,19.7,17.3,27,25.22,
SBC5546,1,1,Hw,35.5,16.1,30,25.22,
SBC7022,1,1,At,22.5,19.4,32,25.22,
SBC0241,1,1,Hw,,26.6,54,25.22,
SBC1271,1,3,Sw,,8.49,14,25.22,
SBC2582,1,1,Ss,35.6,17.7,33,25.22,
SBC5772,1,2,Fd,17.9,9.8,16,25.22,
SBC7671,1,3,Bl,6.5,6.8,11,25.22,
SBC8031,1,1,At,19.7,17.3,27,25.22,
SBC6934,1,1,At,18.8,21.6,38,25.21,
3101,1,1,Sx,49.5,34.9,90,25.2,
1-A-8,1,1,Pw,28.4,28.86,60,25.2,
SBC2057,1,2,Pl,32.2,29.8,71,25.2,
SBC2578,1,2,Hw,26.9,22.3,43,25.2,
SBC5417,1,2,Bl,22.1,15.2,25,25.2,
SBC6364,1,1,Pl,14.5,18.5,30,25.2,
SBC6464,1,1,Pl,16.4,16,24,25.2,
SBC3218,1,1,Sx,41.5,35.5,94,25.19,
SBC7032,1,1,Sx,19.3,13.6,24,25.18,
7SIB144,1,1,Fd,14.2,8.6,14,25.18,
KApsp84,1,1,Sx,40.7,23.9,47,25.17,
SBC6893,1,2,Sx,10,7.3,12,25.17,
NEpsp16,1,1,Lw,36.2,38.8,112,25.16,
6747,1,1,Pl,18.9,11.9,16,25.16,
AR-02,1,1,Fd,,27.5,57,25.16,
3-A-12,1,1,Pl,25.1,17.28,27,25.16,
SBC5172,1,1,Fd,39.5,29.9,65,25.16,
SBC6876,1,2,Sx,6.7,6.1,10,25.16,
SBC8033,1,1,Lw,36.2,38.8,112,25.16,
966539,1,3,Cw,,36.1,90,25.15,
SBC2089,1,1,Bl,54.2,32.4,80,25.15,
SBC4011,1,3,Sx,,26.5,54,25.15,
NEpsp32,1,1,Sx,32.2,29.7,65,25.15,
SBC7593,1,1,Sx,15.1,9.6,16,25.15,
SBC7679,1,2,Bl,31.4,23.4,45,25.15,
SBC2631,1,1,Ba,31,17.1,31,25.14,
SBC1277,1,3,Sw,,11.17,19,25.14,
SBC2103,1,1,Sx,8.5,6.7,11,25.14,
SBC3039,1,21,Ss,,16.6,31,25.14,
SBC7275,1,1,Pl,16,15,22,25.13,
T1198,1,6,Sx,36.2,26.8,55,25.13,
SBC7118,1,2,Se,27.6,21,40,25.13,
SBC2867,1,1,Cw,,21.2,38,25.12,
SBC1293,1,1,Sw,,6.69,11,25.12,
SBC7619,1,2,Sx,28.7,17.8,33,25.12,
SBC5597,1,3,Hw,22.3,17,32,25.11,
9OK6002,1,3,Fd,20,17.6,31,25.11,
SBC5784,1,2,Ac,44.1,35.4,115,25.1,
1-A-6,1,1,Fd,31.9,20.18,37,25.1,
SBC3031,1,13,Ss,,17.1,32,25.1,
SBC7716,1,1,Sx,39.8,29.9,66,25.1,
SBC7660,1,2,Se,23.5,13.6,24,25.1,
KN02802,1,2,Lw,36.8,33.7,82,25.09,
SBC2809,1,1,Cw,,21.5,39,25.08,
SBC1307,1,2,At,25.7,27,58,25.08,
SBC2686,1,1,Hw,25.2,16,30,25.08,
SBC7668,1,2,Sx,18,14,25,25.08,
KN02447,1,1,Hw,15.9,12.8,23,25.07,
HwiGI24,1,1,Hw,,35.26,91,25.07,
02OKW63,1,1,Lw,13.5,10.1,14,25.07,
SBC7634,1,2,Fd,25.3,17.1,30,25.07,
KN02490,1,2,Fd,19.8,13.1,22,25.06,
SBC5523,1,1,Hw,57.5,31.7,73,25.06,
T899,1,3,Sx,56.8,33.9,85,25.06,
98--254,1,323,At,,31.5,84,25.06,
SBC2566,1,2,Hw,28.9,20.1,38,25.06,
SBC5178,1,1,Sx,18.1,18.2,34,25.06,
8OK3678,1,2,Fd,62.8,37.4,98,25.06,
SBC7514,1,1,Sx,26.1,17.3,32,25.06,
SBC7696,1,1,Fd,17.1,13.1,22,25.06,
SBC7931,1,1,Hw,30.9,24.6,49,25.06,
98--285,1,364,At,,27.4,60,25.05,
SBC6299,1,1,Fd,25.3,26.4,54,25.05,
KN02395,1,3,Bl,25.7,23.7,46,25.04,
KN02807,1,1,Bl,37.4,36.3,111,25.04,
SBC5794,1,3,Fd,36.8,23.2,45,25.04,
SBC7947,1,1,Ba,23.6,15.5,28,25.04,
SBC7543,1,2,Sx,21.8,11.1,19,25.03,
SBC7659,1,1,Se,25.7,14.1,25,25.03,
PSP9303,1,1,Lw,30.5,33.4,81,25.02,
SBC2533,1,2,Ss,65.3,24.2,48,25.02,
SBC5560,1,1,Sx,35.1,12.1,21,25.02,
SBC4261,1,1,Sx,23.8,12.1,21,25.02,
SBC5483,1,3,Sx,16.9,12.1,21,25.02,
SBC7186,1,2,Bl,6.8,8.6,14,25.02,
SBC3680,1,1,Pl,,31.27,82,25.01,
SBC5363,1,2,Pl,14.5,11.8,16,25.01,
SBC5896,1,1,Sx,24,18.6,35,25.01,
SBC1283,1,1,Sw,,8.38,14,25.01,
9OK6001,1,2,Sx,35,22.1,43,25.01,
SBC7679,1,1,Sx,36.3,22.5,44,25.01,
KN03045,1,3,Lw,21,13.1,20,25,
SBC2644,1,1,Hw,26,20.5,39,25,
T1473,1,2,Pl,25.7,26,54,25,
TFLS13,1,1,Sx,25.5,20.8,40,24.98,
SBC4011,1,2,Sx,,26,53,24.98,
SBC5315,1,2,Hw,65.6,32.5,77,24.98,
W097356,1,1,Lw,15.7,13.6,21,24.98,
SBC7148,1,1,Sx,24.8,14.9,27,24.98,
SBC7565,1,1,Fd,35.2,29.4,64,24.98,
KN02506,1,1,Pw,51.8,38.1,105,24.97,
KN02904,1,1,Se,29,18,32,24.97,
SBC2095,1,1,Fd,36.5,29.1,63,24.97,
SBC3022,1,13,Ss,,17,32,24.97,
SBC3033,1,12,Ba,,13.4,24,24.97,
M142,1,1,Pl,32,33.7,106,24.96,
SBC2782,1,1,Hw,,24.5,49,24.96,
SBC5597,1,1,Cw,31.5,18.2,31,24.96,
SBC0256,1,1,Hw,,27.6,58,24.96,
SBC1294,1,3,Sw,,9.49,16,24.96,
4-A-17,1,2,Lw,25.5,28.4,61,24.96,
DM1890,1,3,Fd,44.4,28.2,60,24.95,
NPSP071,1,3,Fd,44.4,28.2,60,24.95,
KN02750,1,1,Sx,36.7,30,67,24.95,
SBC5356,1,1,Sx,13.5,7.2,12,24.95,
02OKW60,1,1,Sx,9.9,7.2,12,24.95,
SBC8052,1,3,Fd,44.4,28.2,60,24.95,
KN02395,1,2,Sx,32.7,24.5,49,24.94,
SBC7283,1,1,Ep,36.8,23.7,44,24.94,
T1034,1,1,Sx,38.8,34.8,91,24.94,
SBC5359,1,2,Bl,10.3,6.1,10,24.94,
SBC1012,1,2,Cw,44.6,22.4,42,24.94,
ARS-122,1,1,Hw,18.7,14.1,26,24.94,
SBC3105,1,1,Ss,38.1,23.3,46,24.94,
K02-644,1,1,Sx,51.1,37.36,110,24.94,
SBC5417,1,4,Hw,23.2,14.1,26,24.94,
SBC5670,1,1,Pl,12.1,9.4,12,24.94,
KN02884,1,3,Hw,28,15.9,30,24.93,
6761,1,1,Lw,34.1,33.9,84,24.93,
SBC7433,1,2,Fd,25.8,17,30,24.93,
SBC2853,1,1,Cw,,21.7,40,24.92,
AR-01,1,1,Fd,,31.5,72,24.92,
SBC2063,1,1,Sx,37.8,26.9,56,24.92,
SBC5295,1,2,Hw,37.2,30.6,69,24.92,
SBC2529,1,1,Ba,28.5,24.9,50,24.91,
SBC2078,1,1,Fd,39.2,32.5,76,24.91,
SBC7967,1,1,Ss,10.9,8.6,17,24.91,
M203.1,1,1,Fd,70,39.9,114,24.9,
SBC2536,1,1,Ss,30.7,15.9,30,24.9,
SBC5670,1,2,Sx,8,6.6,11,24.9,
SBC1010,1,2,Hw,41.4,23.6,47,24.9,
SBC1283,1,3,Sw,,8.32,14,24.9,
SBC5641,1,1,Fd,36.9,26.9,56,24.9,
SBC7163,1,3,Sx,11.5,10.5,18,24.89,
SBC4379,1,3,Sx,16.5,16.7,31,24.89,
SBC5509,1,3,Cw,35.5,19.8,35,24.89,
SBC1013,1,1,Ba,29,20.1,38,24.89,
SBC5325,1,1,Ss,40.1,26.8,55,24.89,
KN02374,1,1,Fd,17.9,13,22,24.88,
SBC5673,1,2,Fd,25.6,20,37,24.88,
AR-03,1,1,Fd,,29,63,24.88,
4-A-15,1,1,Pl,26.1,27.51,61,24.88,
SBC5485,1,2,Sx,16.2,11,19,24.88,
SBC6879,1,2,Sx,15.4,8.9,15,24.88,
SBC7068,1,2,Sx,29.2,23.2,46,24.88,
KN02445,1,1,Pw,14.5,9.9,20,24.87,
SBC1315,1,1,Sw,43.1,35.9,99,24.87,
SBC3026,1,15,Cw,,15.7,26,24.87,
9OK6007,1,1,Lw,23.9,15.4,25,24.87,
SBC7680,1,3,Sx,14.7,12,21,24.87,
KN02806,1,1,Lw,39.4,27.7,59,24.86,
SBC5049,1,2,Fd,31.8,26.2,54,24.86,
02OKW3,1,1,Lw,18,13,20,24.86,
SBC6882,1,2,Sx,10.3,8.3,14,24.86,
SBC7942,1,1,Bl,32.6,21.3,40,24.86,
KN02567,1,1,Bl,48.6,36.1,111,24.85,
SBC5776,1,1,Sx,26.1,14.8,27,24.85,
SBC1269,1,3,Sw,,12.48,22,24.85,
SBC6845,1,1,Sx,45.8,37.5,112,24.85,
SBC7485,1,2,Pl,22,26.8,58,24.84,
SBC7549,1,1,Sx,32.5,19.8,38,24.84,
KN02410,1,4,Lw,35.8,31.6,74,24.83,
KN02981,1,1,Fd,31.4,23,45,24.83,
3109,1,2,Se,34,28.5,60,24.83,
SBC3678,1,1,Sx,,21.53,42,24.83,
02OKW60,1,1,Fd,9.5,7.9,13,24.83,
SBC5520,1,1,Hw,32.9,19.9,38,24.83,
SBC5415,1,1,Bl,15.1,11.7,19,24.82,
SBC7173,1,2,Sx,15.5,9.4,16,24.81,
4-A-5,1,2,Lw,23.3,28.23,61,24.81,
SBC2104,1,2,Fd,27.7,18.7,34,24.81,
SBC5392,1,3,Sx,37.6,30.1,68,24.81,
SBC7165,1,2,Sx,11.8,9.4,16,24.81,
SBC7647,1,1,Pl,14.2,12.2,17,24.81,
SBC7678,1,1,Sx,19.1,12.9,23,24.81,
SBC0142,1,1,Fd,,24.8,50,24.8,
02OKW48,1,1,Sx,15.6,13.8,25,24.8,
OK3680,1,2,Sx,22.3,13.8,25,24.8,
SBC6874,1,1,Sx,23.7,13.8,25,24.8,
W094681,1,1,Pl,11.4,8.7,11,24.8,
SBC7646,1,1,Pl,21,19.7,34,24.8,
SBC7693,1,1,Sx,33.6,20.2,39,24.8,
FDMR-10,1,1,Fd,,25.8,53,24.79,
SBC1285,1,1,Sw,,10.94,19,24.79,
KN02895,1,2,Se,34.1,26.3,54,24.78,
IFS8833,1,1,Fd,,31.33,72,24.78,
SBC2568,1,1,Hw,32.3,18.9,36,24.78,
SBC7989,1,2,Hw,21.3,14,26,24.78,
NEpsp14,1,2,Fd,41,30.8,70,24.77,
SBC8023,1,2,Fd,41,30.8,70,24.77,
SBC5053,1,2,Fd,32.6,26.1,54,24.76,
SBC5253,1,1,Ss,55.1,31.3,69,24.76,
KN02684,1,2,Hw,49,36,98,24.75,
KN02758,1,1,Lw,43.4,35,91,24.75,
SBC4315,1,2,Fd,51.6,33.9,83,24.75,
SBC7199,1,1,Se,18.4,11.2,20,24.75,
KN02433,1,3,Pl,13.1,16.1,25,24.74,
KN02751,1,1,Lw,31.9,17,29,24.74,
SBC2075,1,3,Hw,8.7,9.5,16,24.74,
SBC6592,1,1,Pl,10.9,9.9,13,24.74,
SBC2946,1,2,Sx,12.8,10.4,18,24.73,
SBC0958,1,1,Pl,37.5,30.7,80,24.73,
SBC2504,1,1,Ss,69.5,27,56,24.73,
SBC2974,1,1,Pl,20,17.7,29,24.73,
SBC4290,1,1,Fd,45.3,29.4,65,24.73,
SBC5187,1,2,Sx,15.3,10.4,18,24.73,
SBC5422,1,2,Sx,19.8,11.9,21,24.73,
OK3680,1,1,Lw,16.2,12.9,20,24.73,
SBC7139,1,1,Sx,11.4,11.9,21,24.73,
SBC2937,1,3,Hw,32.1,32,76,24.72,
SBC3029,1,25,Ss,,10.8,21,24.72,
SBC7150,1,2,Sx,8,7.1,12,24.72,
SBC2729,1,1,Ba,,24.7,50,24.71,
SBC2812,1,1,Ba,,24.7,50,24.71,
SBC1106,1,1,Fd,,6.14,10,24.71,
t49275,1,1,Se,19.4,12.3,22,24.71,
K99-082,1,2,Fd,41.2,38.30991,106,24.71,
SBC4264,1,1,Sx,25.3,11.4,20,24.71,
SBC6160,1,1,Fd,47.6,24.7,50,24.7,
SBC6179,1,1,Pl,19.4,16.9,27,24.7,
109.2su,1,1,Pw,31.6,31.6,71,24.69,
SBC4406,1,2,Fd,33.8,21.4,41,24.69,
98--104,1,225,At,,23.9,47,24.69,
t49240,1,1,Fd,33.4,27.6,59,24.69,
SBC3032,1,15,Hw,,16.2,31,24.69,
SBC5206,1,2,Cw,9.3,10.6,16,24.69,
SBC6068,1,1,Fd,24.8,22.5,44,24.69,
AR-14,1,1,Fd,,27.9,60,24.68,
t49156,1,1,Fd,58.3,34.9,88,24.68,
SBC3251,1,1,Sx,23,30.2,69,24.68,
SBC3860,1,1,Sx,,23,46,24.67,
SBC3023,1,21,Hw,,14.8,28,24.67,
SBC5886,1,3,Ba,22.3,13.7,25,24.67,
SBC7666,1,1,Pl,15.2,12.1,17,24.67,
KN02445,1,2,Hw,14.2,12.05,22,24.66,
ARS-246,1,1,Pl,28.3,25.4,53,24.66,
SBC2684,1,2,Hw,27.6,18.8,36,24.66,
SBC4955,1,1,Sx,10.9,8.2,14,24.66,
SBC7167,1,2,Sx,6.4,6.5,11,24.65,
SBC7175,1,1,Pl,22.3,15.1,23,24.65,
KN02692,1,1,Hw,36.8,30.3,69,24.65,
SBC6770,1,1,Sw,10.4,6.5,11,24.65,
T883,1,3,Sx,49.7,35.1,95,24.65,
SBC0959,1,1,Pl,36.6,30.6,80,24.65,
SBC3038,1,2,Ba,,30.1,68,24.65,
SBC5200,1,3,Pl,23,22.3,42,24.65,
SBC5961,1,1,Sx,8.9,6.5,11,24.65,
SBC6853,1,1,Pl,15.3,15.1,23,24.65,
T197,1,2,Sx,52,30.4,70,24.64,
SBC7049,1,1,Pl,27,26.6,58,24.64,
T914,1,2,Pl,36.4,30,76,24.64,
SBC4956,1,1,Sx,11,9.3,16,24.64,
SBC5640,1,1,Fd,50,31.9,75,24.64,
SBC7343,1,2,At,24.3,14.5,22,24.64,
SETB17,1,1,Fd,13,8.4,14,24.63,
SBC5552,1,2,Cw,64,37.2,99,24.63,
SBC2705,1,1,Ss,25.7,15.7,30,24.63,
SBC3031,1,16,Ss,,18.2,35,24.63,
SBC5199,1,1,Sx,31.9,26.6,56,24.63,
SBC5251,1,1,Ss,42.5,29.6,64,24.63,
SBC6312,1,1,Fd,13.2,11.8,20,24.63,
SBC5776,1,2,Fd,26.3,15.85,28,24.62,
966534,1,2,Cw,,34.7,86,24.62,
SBC1283,1,4,Sw,,8.18,14,24.62,
SBC5865,1,1,Bl,32.5,18,32,24.62,
7SIB143,1,1,Fd,7.9,6.7,11,24.62,
8OK3678,1,1,Lw,46,35.7,96,24.62,
T1459,1,1,Fd,37.5,27.2,58,24.61,
SBC3038,1,20,Hw,,30,68,24.61,
SBC3219,1,1,Sx,29.2,35.5,98,24.61,
SBC5174,1,1,Fd,44.7,30.6,70,24.61,
SBC7661,1,3,Pl,33.3,18.4,31,24.61,
KN02436,1,3,Lw,9.9,8.8,12,24.6,
KN02376,1,2,Se,22.4,13.8,25,24.6,
KN02854,1,2,Bl,33.5,28.3,63,24.6,
KN02993,1,3,Bl,44.3,29.9,70,24.6,
01OK075,1,1,Pl,39,28.8,69,24.6,
SBC2701,1,1,Hw,22.1,19.7,38,24.6,
SBC5866,1,1,Ba,33.7,18.5,35,24.6,
SBC7594,1,2,Fd,36.6,27.8,60,24.6,
SBC1010,1,1,Ba,43.3,23.1,46,24.59,
SBC1263,1,1,Sw,,11.32,20,24.59,
SBC2684,1,1,Ss,48.2,21.7,43,24.59,
9OK6005,1,3,Fd,26.2,16.3,29,24.59,
SBC7145,1,3,Fd,16.6,12.3,21,24.59,
KN02439,1,1,Pl,21.4,15.5,24,24.58,
KN02602,1,1,Fd,43.9,21.3,41,24.58,
KN02894,1,2,Se,36,18.1,33,24.58,
SBC0925,1,1,At,35,32,92,24.58,
00kfr90,1,1,Pl,13.5,9.2,12,24.58,
SBC6346,1,1,Pl,11.8,9.2,12,24.58,
SBC7331,1,1,Bl,13.1,8.4,14,24.58,
SBC7435,1,2,Sx,13.2,11.8,21,24.58,
SBC7450,1,2,Sx,11.5,11.8,21,24.58,
KN02466,1,1,Fd,37.6,25.9,54,24.57,
124.1su,1,1,Lw,34.4,30.1,69,24.57,
SBC2804,1,1,Cw,,24.5,50,24.57,
SBC3254,1,2,Pl,35.5,32.5,97,24.57,
SBC6028,1,1,Sx,13.1,10.3,18,24.57,
SBC0410,1,1,Sx,,28.3,62,24.57,
t49258,1,1,Sx,41.5,34.4,91,24.57,
SBC7553,1,2,Sx,27.3,20,39,24.57,
SBC5799,1,2,Sx,15.3,11.3,20,24.56,
SBC6250,1,2,Fd,7.9,6.1,10,24.56,
SBC2025,1,2,Bl,21.7,23.9,48,24.56,
ARS-232,1,1,Bl,48.7,31.6,79,24.56,
SBC5629,1,2,Sx,33.9,16.9,32,24.56,
SBC5643,1,1,Sx,34.8,24.9,51,24.56,
SBC5894,1,1,Ba,43.9,25.9,54,24.56,
SBC7231,1,1,Pl,16.1,11.5,16,24.56,
SBC5217,1,2,At,21.9,21,38,24.55,
SBC7160,1,1,Sx,23.1,15.5,29,24.54,
SBC2902,1,1,Ss,,24.1,49,24.54,
SBC0934,1,1,Sw,32.8,30.3,70,24.54,
SBC1270,1,3,Sw,,11.77,21,24.54,
02OKW48,1,1,Fd,17,15.3,27,24.54,
SBC6414,1,1,Fd,11,7.8,13,24.54,
SBC7485,1,1,Sx,35.8,27.7,60,24.54,
SBC7713,1,2,Se,20.7,11.7,21,24.54,
KN02434,1,4,Fd,18.3,12.8,22,24.53,
6727,1,1,Lw,16.5,10.8,16,24.53,
SBC3025,1,16,Ba,,14.1,26,24.53,
SBC5851,1,1,Sx,41.7,26.5,56,24.53,
SBC7595,1,1,Fd,26.9,20.5,39,24.52,
SBC7637,1,1,Fd,58.5,37.7,104,24.52,
KN02443,1,2,Lw,22,16,27,24.51,
KN02856,1,1,Se,45.7,32.4,73,24.51,
SBC0239,1,1,Hw,,24.4,50,24.51,
SBC0558,1,1,Fd,,36.05,95,24.51,
SBC3030,1,20,Hw,,26.2,55,24.51,
NPSP039,1,1,Lw,27,27.6,60,24.5,
KN02827,1,2,Lw,33.1,32.1,78,24.5,
TFLS13,1,1,Bl,18,18.7,34,24.5,
5-A-1,1,2,Lw,29.2,23.21,46,24.5,
SBC1805,1,3,Ss,33.8,31.3,70,24.5,
SBC4274,1,2,Fd,40.5,29.4,66,24.5,
8OK3674,1,3,Sx,8.5,7,12,24.5,
SBC7076,1,1,Fd,22.2,13.8,24,24.5,
SBC7498,1,3,Bl,11.4,11.5,19,24.5,
SBC7648,1,1,Sx,20.5,17.3,33,24.5,
SBC1285,1,4,Sw,,10.25,18,24.49,
SBC2707,1,2,Ss,17.7,10.1,20,24.49,
9OK6009,1,2,Lw,39.4,38,113,24.49,
SBC2694,1,2,Hw,22.7,19.6,38,24.48,
SBC6001,1,1,Sx,41.1,29,65,24.48,
98--211,1,249,At,,28.7,70,24.47,
4-A-22,1,1,Pl,25.5,25.46,54,24.47,
SBC5418,1,2,Bl,15.7,12.6,21,24.47,
SBC5837,1,2,Hw,21.9,13.8,26,24.47,
SBC3024,1,3,Pl,,16.7,27,24.46,
SBC3379,1,1,Sx,55.6,34.6,93,24.46,
SBC6210,1,1,Pl,8,10.3,14,24.46,
SBC7398,1,2,Pl,18.9,16.7,27,24.46,
SBC1263,1,2,Sw,,11.71,21,24.45,
SBC1293,1,3,Sw,,6.98,12,24.45,
SBC3031,1,17,Ss,,13.5,26,24.45,
SBC4309,1,2,Fd,33.8,28.5,63,24.45,
SBC5058,1,1,Pl,39.3,29,71,24.45,
SBC7624,1,1,Bl,29.2,25.7,54,24.45,
447Asu,1,1,Lw,36.4,31.6,76,24.44,
M131,1,1,Fd,34.8,29.6,67,24.44,
SBC2813,1,1,Cw,,23.4,47,24.44,
SBC5865,1,2,Cw,24.9,15.3,26,24.44,
T1201,1,3,Sx,49.7,27.3,59,24.43,
SBC1267,1,1,Sw,,7.52,13,24.43,
SBC1319,1,1,Sw,37.1,27.3,59,24.43,
1-A-28,1,1,Fd,29.7,27.02,58,24.43,
01OK097,1,1,Sx,35.3,23.6,48,24.43,
SBC2111,1,1,Fd,22.1,17.1,31,24.43,
SBC5829,1,2,Bl,27.6,17.4,31,24.43,
SBC7153,1,3,Pl,9.7,7.9,10,24.43,
SBC7176,1,1,Sx,20.1,10.7,19,24.42,
NEpsp16,1,2,Pw,46.9,39.3,119,24.41,
KN02464,1,3,Lw,25.5,28.6,64,24.41,
T1459,1,4,Sx,29.2,25.1,52,24.41,
SBC0947,1,1,Pl,37.1,32.7,101,24.41,
SBC1271,1,1,Sw,,8.64,15,24.41,
4-A-16,1,1,Lw,32.1,28.86,65,24.41,
SBC3026,1,2,Cw,,14.4,24,24.41,
SBC6536,1,1,Sx,18.2,10.2,18,24.41,
SBC7652,1,3,Sx,16,10.2,18,24.41,
SBC8033,1,2,Pw,46.9,39.3,119,24.41,
SBC0930,1,1,Ac,25.8,26.4,58,24.4,
SBC6045,1,1,Pl,11.1,9.7,13,24.4,
7SIB145,1,1,Sx,7.7,6.4,11,24.4,
SBC2882,1,1,Ss,,32.6,75,24.39,
SBC7023,1,3,Sx,19.6,13.5,25,24.39,
2-A-16,1,2,Lw,23.7,22.79,45,24.39,
SBC1616,1,0,Dr,,26.1,67,24.39,
ARS-9,1,1,Se,67,38.4,95,24.39,
ARS-10,1,1,Bl,40.9,33.7,94,24.39,
SBC3040,1,8,Hw,,26.7,57,24.39,
SBC6213,1,1,Sx,8,13.5,25,24.39,
SBC6874,1,2,Pl,17.7,14.9,23,24.39,
SBC7610,1,1,Sx,11.1,7.5,13,24.39,
SBC5102,1,2,Sx,34.8,28.1,62,24.38,
98--236,1,309,At,,29.6,76,24.38,
SBC5186,1,1,Pl,20.1,17.4,29,24.38,
SBC5419,1,1,Sx,20.2,12.6,23,24.38,
8OK4597,1,2,Pl,16.6,18.2,31,24.38,
W094674,1,1,Fd,20.2,16.6,30,24.38,
SBC7225,1,1,Se,29.6,14.7,27,24.38,
SBC6197,1,3,Pl,12.6,12.4,18,24.37,
SBC1273,1,1,Sx,,8.05,14,24.37,
SBC3022,1,23,Hw,,14.6,28,24.37,
SBC5116,1,1,Pl,28.1,27.8,65,24.37,
9OK6004,1,2,At,28.4,28.6,70,24.37,
SBC2775,1,1,Ss,,21.9,44,24.36,
SBC1003,1,2,Fd,21.6,14.2,25,24.36,
SBC3050,1,1,Sx,29,21.1,42,24.36,
SBC7685,1,1,Bl,29.1,23.7,48,24.36,
KN02487,1,1,Sx,30.3,24.3,50,24.35,
4-A-20,1,2,Lw,19.5,22.42,44,24.35,
ARS-135,1,1,Fd,40.4,28.1,62,24.35,
SBC2659,1,1,Ss,33.7,24.3,50,24.35,
TFLS56,1,1,Fd,38.2,29.2,66,24.34,
98-2372,1,1,Ep,34.3,26.99,67,24.34,
SBC6342,1,1,Pl,21,22,42,24.34,
SBC3146,1,1,Sx,49.2,36.5,108,24.33,
SBC4372,1,2,At,18,19.4,34,24.33,
SBC5597,1,2,Sx,25.4,17.6,34,24.33,
SBC7372,1,1,At,25.4,28.9,72,24.33,
SBC1825,1,2,Hw,42.8,33.9,88,24.32,
SBC3031,1,4,Ss,,16.5,32,24.32,
SBC4404,1,2,Sw,25.3,23.5,48,24.32,
SBC5193,1,1,Sx,17,16.7,32,24.32,
SBC5446,1,3,Hw,12.4,10.5,19,24.32,
KN02828,1,2,Bl,37.6,30.6,75,24.31,
SBC2837,1,1,Hw,,19,37,24.31,
SBC5673,1,1,Pl,18.3,18.9,33,24.31,
SBC3038,1,18,Cw,,28.9,64,24.31,
345-3,1,1,Fd,34.9,28.9,65,24.31,
SBC5217,1,3,Fd,20.3,17.9,33,24.31,
SBC7323,1,1,Fd,38.1,20.7,40,24.31,
SBC7436,1,1,Fd,21,17.9,33,24.31,
SBC7541,1,2,Pl,16.8,13.4,20,24.31,
KN02523,1,2,Lw,36.3,30.5,72,24.3,
SBC3251,1,3,Pl,28.9,26.7,60,24.3,
SBC5399,1,3,Hw,21.1,15,29,24.3,
