PlotNumber,SubPlot,TreeNum,Species,DBH,Ht,BHA,SI50,remove
SBC3057,1,2,Sx,28.7,17.7,50,17.73,
SBC5145,1,1,Pl,29,21.6,70,17.73,
9OK6007,1,2,Cw,15.5,10.3,28,17.73,
M206,1,3,Bl,31.7,12.2,32,17.72,
RT31413,1,1,Pl,40.2,18,51,17.72,
SBC3200,1,1,Pl,31.9,24.5,93,17.72,
SBC6246,1,3,Bl,28,24.6,81,17.72,
TFLS28,1,1,Pl,37.8,25.5,104,17.72,
98--206,1,236,At,,22.1,75,17.72,
01OK129,1,1,Pl,27.8,24.7,95,17.72,
SBC3071,1,1,Pl,18.3,9.2,21,17.72,
SBC3136,1,1,Pl,2223,21.1,67,17.72,
SBC4427,1,1,At,16.5,17.5,49,17.72,
02OKW59,1,1,Bl,30.6,25.1,84,17.72,
INVS202,1,1,Lw,11.3,11.3,29,17.72,
SBC5464,1,2,Pl,27.3,26.3,115,17.72,
KN02415,1,4,Cw,19,11.4,31,17.71,
KN02426,1,3,Fd,22.8,19.6,58,17.71,
KN02565,1,1,Se,21.3,10.8,29,17.71,
SBC2824,1,1,Cw,,14.2,39,17.71,
ARS-40,1,1,Pl,28.1,25.4,103,17.71,
SBC3032,1,12,Ss,,20.1,58,17.71,
M120,1,1,Fd,31.8,28.8,115,17.7,
KN02666,1,3,Se,27.7,19.2,55,17.7,
KN02668,1,2,Pl,21.7,16.5,45,17.7,
Mer2431,1,1,Sx,24.5,24,75,17.7,
SBC3685,1,1,Pl,,17.23,48,17.7,
HwiGI26,1,1,Hw,,25.72,85,17.7,
SBC1348,1,2,At,20,17.7,50,17.7,
98--103,1,222,At,,17.7,50,17.7,
SBC2034,1,1,Sx,27.8,21,62,17.7,
K00-897,1,2,Pl,40.4,20.73278,65,17.7,
INVS112,1,1,Lw,27,27.1,103,17.7,
SBC5503,1,1,Bl,11.8,8.6,22,17.7,
SBC5652,1,2,Sx,20.5,21,62,17.7,
SBC6450,1,1,Sx,16.2,15.1,42,17.7,
SBC7104,1,1,Bl,12,6.3,16,17.7,
SBC7649,1,2,Cw,11.8,9.9,27,17.7,
M135,1,1,Pl,23.6,20.2,62,17.69,
KN02949,1,2,Lw,18.1,16.6,46,17.69,
SBC3667,1,1,Pl,,24.77,96,17.69,
SBC3695,1,1,Pl,,16.75,46,17.69,
SBC6416,1,2,Fd,19.3,13.2,34,17.69,
8OK3799,1,4,Sx,17.8,16.1,45,17.69,
SBC7079,1,1,Hw,27.1,12.7,35,17.69,
628Asu,1,1,Hw,15,10.6,29,17.68,
DM2111,1,1,Se,39.6,21.2,62,17.68,
Mer2625,1,1,Bl,36.2,23.3,74,17.68,
SBC0097,1,1,Sx,37.5,27.3,93,17.68,
SBC5787,1,1,Bl,22.8,12.5,33,17.68,
KApsp46,1,2,Sx,25.8,26.3,87,17.68,
SBC5119,1,1,Sx,20.9,19.4,56,17.68,
SBC6535,1,1,Pl,13.2,7.3,16,17.68,
SBC7085,1,1,Bl,19.1,10.4,27,17.68,
SBC7119,1,1,Se,12.1,9.6,26,17.68,
KN02661,1,1,Pl,30.1,21.7,71,17.67,
KN02899,1,3,Pl,30.2,19.6,59,17.67,
KN03009,1,1,Pl,30.2,25.2,101,17.67,
T922,1,6,Bl,26.3,22.7,71,17.67,
t49157,1,1,Bl,36.3,29,115,17.67,
6SIB10-,1,1,Pl,13.4,8.8,20,17.67,
SBC7585,1,1,Pl,25.8,22.7,78,17.67,
SBC7900,1,1,Sx,9.7,6.4,18,17.67,
KN02557,1,1,Pl,11.4,6.9,15,17.66,
KN02612,1,1,Fd,30.3,24,81,17.66,
Mer2628,1,1,Pl,11.4,6.9,15,17.66,
KApsp45,1,1,Sx,38.6,29.6,109,17.66,
HwiGI6,1,1,Hw,,29.26,109,17.66,
ARS-91,1,1,Hw,41.3,27.9,99,17.66,
SBC3043,1,4,Hw,,18.8,54,17.66,
SBC5459,1,3,Bl,16.7,11.1,29,17.66,
SBC6394,1,1,At,46.5,24.6,96,17.66,
DM2109,1,2,Pl,24.3,23.2,82,17.65,
SBC4369,1,1,Sx,30.6,21.7,65,17.65,
98--102,1,218,At,,19.8,61,17.65,
98-2369,1,2,Ep,27.1,24.9,110,17.65,
ARS-125,1,1,Bl,11.1,9.3,24,17.65,
SBC3055,1,2,Sx,30.3,19.1,55,17.65,
SBC3473,1,1,Sx,12,9.3,26,17.65,
SBC5447,1,1,Bl,10.3,8.2,21,17.65,
SBC6886,1,1,Fd,35.2,22.4,72,17.65,
SBC6311,1,1,Bl,8.6,5.5,14,17.64,
01OK187,1,1,Pl,30.4,24.1,90,17.64,
ARS-208,1,1,Bl,39.7,21.4,65,17.64,
SBC3294,1,3,Pl,21.4,19.2,57,17.64,
SBC7961,1,2,Bl,8.3,5.5,14,17.64,
KN02397,1,2,Bl,21,25,84,17.63,
KN02443,1,6,Cw,29.6,11.7,32,17.63,
KN02814,1,1,Hw,12.2,11.6,32,17.63,
138.1su,1,3,Hw,39.2,24.55,79,17.63,
SBC5574,1,1,Pl,11.8,12.2,30,17.63,
ARS-34,1,1,Pl,33.5,24.4,93,17.63,
00kfr31,1,1,Pl,21.9,17.6,50,17.63,
SBC3276,1,3,Pl,31,17.6,50,17.63,
SBC5492,1,2,Pl,31.5,21.8,72,17.63,
SBC5749,1,1,Sx,31.3,23.3,72,17.63,
SBC6263,1,1,Hw,10,7.4,20,17.63,
SBC1363,1,1,Sw,27.2,28.6,102,17.62,
t49168,1,1,Fd,37.5,26.4,97,17.62,
SBC3051,1,1,Pl,19.4,20.3,63,17.62,
KN03046,1,1,Cw,24.4,21.8,65,17.61,
KN02457,1,1,Se,20.8,19.1,55,17.61,
KN02616,1,2,Fd,29.5,19.5,58,17.61,
6735,1,1,Fd,37.7,27.7,107,17.61,
SBC4406,1,1,Sw,30.2,18.2,52,17.61,
SBC5075,1,1,Sx,26.1,20.4,60,17.61,
SBC6042,1,1,Pl,12.3,6.5,14,17.61,
SBC6296,1,1,Pl,20.3,20.1,62,17.61,
01OK062,1,1,Pl,8.5,6.5,14,17.61,
SBC2028,1,1,Cw,12.4,7.3,20,17.61,
ARS-81,1,1,Pl,40.4,25.2,102,17.61,
t49193,1,1,Bl,27.7,21.8,67,17.61,
SBC3029,1,18,Cw,,7.3,20,17.61,
SBC4278,1,1,Fd,55.3,31.6,145,17.61,
02OKW69,1,1,Cw,12.8,7.3,20,17.61,
SBC6544,1,1,Sx,20.1,15.7,44,17.61,
SBC6852,1,1,Sx,25.3,18.5,53,17.61,
401.1su,1,1,Bl,23.9,20.2,60,17.6,
KN02893,1,2,Pl,28.5,25.1,101,17.6,
Mer2631,1,3,Fd,27.2,19.7,59,17.6,
SBC6116,1,1,Sx,45,28.3,100,17.6,
SBC6493,1,1,Pl,10.1,8,18,17.6,
SBC2108,1,2,Cw,17.6,9.1,25,17.6,
K01-471,1,1,Fd,48,28.05452,110,17.6,
SBC5499,1,2,Cw,21.8,21,62,17.6,
SBC6894,1,2,Fd,10.5,8.6,21,17.6,
SBC6270,1,2,Pl,17.8,12.8,32,17.59,
SBC1364,1,2,At,29.5,22.1,76,17.59,
SBC3310,1,2,Pl,23.5,19.9,61,17.59,
SBC3362,1,1,Pl,22.7,18.3,53,17.59,
SBC6500,1,1,Sx,42.1,24.1,76,17.59,
M211,1,2,Bl,17.1,10.7,28,17.58,
Mer2608,1,1,Pl,13.6,6.1,13,17.58,
Mer2627,1,1,Bl,23.3,10.7,28,17.58,
SBC6563,1,1,Pl,8.8,6.1,13,17.58,
IFS9032,1,1,Pl,,23.47,85,17.58,
SBC3282,1,2,Pl,29.1,18.5,54,17.58,
SBC3368,1,5,Bl,15.6,10.7,28,17.58,
SBC7811,1,2,Sx,14.1,10,28,17.58,
NPSP041,1,1,Pl,18.2,19.3,58,17.57,
KN02409,1,1,Fd,26.8,19,56,17.57,
SBC3711,1,2,Sx,,26,86,17.57,
SBC5783,1,3,Fd,26.7,20.1,61,17.57,
KApsp70,1,1,Hw,25,22.4,69,17.57,
966526,1,1,Cw,,31.1,112,17.57,
SBC1644,1,1,Ep,,23.1,90,17.57,
SBC3032,1,11,Hw,,15.3,43,17.57,
KN03036,1,2,Bl,11.8,7.4,19,17.56,
DM2094,1,2,Bl,11,7.4,19,17.56,
Mer2421,1,1,Pl,23.4,20.6,65,17.56,
SBC6775,1,1,Sw,10.7,7.4,21,17.56,
T1279,1,7,Pl,35.9,24.8,98,17.56,
TFLS51,1,1,Bl,31.5,25.4,87,17.56,
SBC1139,1,1,Fd,,11.45,29,17.56,
01OK048,1,1,Pl,26.6,22.3,76,17.56,
SBC2038,1,1,Cw,8.5,5.5,15,17.56,
SBC3097,1,1,Sx,10.2,7.4,21,17.56,
SBC3310,1,3,Pl,23.5,19.7,60,17.56,
SBC4327,1,2,At,39.9,24.6,97,17.56,
SBC5420,1,2,Ba,16.4,9.7,27,17.56,
SBC5521,1,1,Sx,43.5,28.1,99,17.56,
416.1su,1,1,Pl,22.6,18.9,56,17.55,
KN02759,1,1,Pl,26,24.6,96,17.55,
SBC5591,1,1,Pl,20.1,22,74,17.55,
SBC6254,1,1,Fd,14.3,11.1,28,17.55,
D006,1,1,Fd,8,5.5,13,17.55,
00kfr66,1,1,Pl,29.4,24.1,91,17.55,
SBC4309,1,3,Sx,31.9,23.2,72,17.55,
SBC4321,1,1,Sw,28.5,23.2,72,17.55,
SBC6901,1,1,Fd,29.1,19.2,57,17.55,
DM2097,1,2,Pl,27.9,24.5,95,17.54,
RT32614,1,3,Bl,18.4,10.3,27,17.54,
SBC1318,1,2,At,21.6,19.5,60,17.54,
SBC1326,1,2,At,24.8,21.3,71,17.54,
t49177,1,1,Fd,27.5,20.9,65,17.54,
SBC6636,1,1,Pl,20.7,14.8,39,17.54,
7SIB126,1,1,Bl,8.3,8.5,22,17.54,
SBC7194,1,2,Bl,22.7,14.3,39,17.54,
KN02707,1,3,Pl,15.4,17.5,50,17.53,
SBC4664,1,1,Cw,36.3,19,55,17.53,
Peach15,1,1,Sx,18.8,17.5,50,17.53,
t49148,1,1,Pl,26.3,20.9,67,17.53,
SBC1034,1,2,Cw,,31.5,115,17.53,
98--102,1,217,At,,19.3,59,17.53,
SBC2032,1,3,Bl,0,17.5,50,17.53,
K99-289,1,2,Fd,33,22.60854,74,17.53,
SBC4337,1,2,Sx,20.5,18.7,54,17.53,
SBC5190,1,2,Bl,24.5,17.5,50,17.53,
SBC5446,1,2,Bl,8.6,6.6,17,17.53,
SBC3721,1,1,Pl,,24.85,99,17.52,
SBC5103,1,1,Sx,21.8,21.8,66,17.52,
SBC6021,1,1,Bl,6.1,5.1,13,17.52,
SBC5957,1,1,Sx,22.5,19.5,57,17.52,
SBC6005,1,1,Sx,26.6,19.5,57,17.52,
SBC7471,1,1,Sx,23.5,13.2,37,17.52,
SBC7908,1,1,Bl,8.5,5.1,13,17.52,
SBC3251,1,2,Bl,25.1,24.2,80,17.51,
SBC6937,1,1,Sx,31.5,23.8,75,17.51,
D004,1,1,Fd,15,7.8,19,17.51,
SBC5488,1,3,Hw,28.8,25.5,85,17.51,
SBC6071,1,1,Pl,8.8,5.3,11,17.51,
SBC7257,1,1,At,27.9,19.8,62,17.5,
KN02960,1,1,Se,35,22.1,66,17.5,
RT31214,1,2,Pl,14.6,12.1,30,17.5,
SBC5793,1,2,Pl,26.3,21.5,71,17.5,
SBC0948,1,1,At,30.4,22.8,82,17.5,
SBC2944,1,1,Hw,29.7,23.4,74,17.5,
K99-522,1,1,Pl,42.2,20,62,17.5,
INVS111,1,1,Pl,22.1,25,101,17.5,
SBC5628,1,1,Cw,13.3,14,39,17.5,
SBC5727,1,1,Sx,31.3,29.8,112,17.5,
SBC7351,1,1,Pl,10.4,7.2,16,17.5,
KN02753,1,2,Hw,22.1,12.9,36,17.49,
KN02772,1,1,Lw,28.1,18.7,55,17.49,
SBC2640,1,3,Hw,12.9,11.5,32,17.49,
SBC4376,1,2,Ep,15.4,19.4,61,17.49,
SBC5796,1,3,Bl,21.6,20.8,63,17.49,
t49117,1,1,Se,13.5,7.7,21,17.49,
966988,1,1,Cw,,30.7,110,17.49,
98--284,1,361,At,,21.7,74,17.49,
SBC3300,1,3,Pl,13.2,12.4,31,17.49,
SBC4420,1,1,Sb,16.5,16.8,47,17.49,
SBC5760,1,1,Bl,26.3,22.1,69,17.49,
SBC7085,1,2,Se,19,7.7,21,17.49,
KN02968,1,3,Pl,23.2,19.6,60,17.48,
KN02537,1,1,Pl,34.6,25.6,109,17.48,
SBC2992,1,1,Pl,39.1,25.3,105,17.48,
T1455,1,1,Fd,22.9,20.2,62,17.48,
D013,1,1,Bl,19.1,18.3,53,17.48,
SBC4306,1,2,Pl,32.7,19.6,60,17.48,
SBC7813,1,1,Sx,10.8,6.3,18,17.48,
SBC5036,1,1,Pl,24.6,21,68,17.47,
t4990,1,1,Fd,48,28.3,114,17.47,
98--111,1,226,At,,24.8,100,17.47,
00kfr45,1,1,Bl,22.7,21,64,17.47,
SBC3081,1,1,Bl,25.3,21,64,17.47,
SBC3300,1,2,Pl,13.7,12.7,32,17.47,
SBC3300,1,4,Pl,13.1,13.6,35,17.47,
K00-110,1,2,Se,44.9,30.77289,103,17.47,
02OKW43,1,1,Pl,27.2,24.3,94,17.47,
INVS98,1,1,Pl,27.6,23,82,17.47,
SBC6329,1,1,Bl,14.6,11.3,30,17.47,
SBC7361,1,1,Fd,12.2,7.4,18,17.47,
KN02611,1,1,Fd,29.9,17.7,51,17.46,
SBC5036,1,2,Sx,25.2,20.5,61,17.46,
SBC6481,1,1,Sx,29.6,20.5,61,17.46,
HwiGI21,1,1,Hw,,28.89,108,17.46,
97--120,1,142,At,,27.8,138,17.46,
01OK056,1,1,Pl,24.1,18.8,56,17.46,
01OK175,1,1,Sx,32.9,23.1,72,17.46,
01OK025,1,1,Pl,21.7,19.2,58,17.46,
SBC3028,1,10,Yc,,16.2,46,17.46,
SBC3322,1,3,Pl,31.3,25.5,108,17.46,
SBC3362,1,2,Pl,21.4,19.2,58,17.46,
SBC6755,1,1,Sw,29.7,20.5,61,17.46,
SBC5605,1,2,Hw,40.5,15.5,44,17.45,
SBC7513,1,1,Sx,7.1,5.6,16,17.45,
TFLS33,1,1,Bl,18.9,16.6,47,17.44,
SBC2107,1,2,Cw,10.3,7.9,22,17.44,
ARS-118,1,1,Bl,32.3,24.3,81,17.44,
SBC3023,1,4,Ba,,11.2,31,17.44,
SBC3368,1,3,Bl,16.4,10.6,28,17.44,
NEpsp04,1,1,Fd,31.9,24.5,86,17.43,
M124,1,2,Bl,22.6,13.9,38,17.43,
KN02554,1,2,Lw,34.6,23.7,81,17.43,
SBC3718,1,1,Pl,,24.83,100,17.43,
SBC6084,1,1,Bl,28.2,26.8,98,17.43,
KApsp89,1,1,Se,24.5,21.2,63,17.43,
SBC3361,1,2,Pl,12.9,11.4,28,17.43,
SBC6029,1,1,Pl,17.4,10.4,25,17.43,
SBC7998,1,1,Fd,31.9,24.5,86,17.43,
M202,1,1,Ba,23.9,17.1,49,17.42,
KN02707,1,1,Fd,28.6,18.6,55,17.42,
KN02829,1,2,Bl,35.9,24.6,83,17.42,
SBC3679,1,1,Pl,,25.3,106,17.42,
SBC7054,1,1,At,28.3,23.2,86,17.42,
SBC1026,1,2,Cw,,26.15,85,17.42,
98--103,1,221,At,,17.2,49,17.42,
98--063,1,183,At,,26.8,124,17.42,
SBC1817,1,1,Hw,29.9,23.1,73,17.42,
K02-817,1,1,Sx,42.3,29.46,110,17.42,
SBC7858,1,1,Pl,24.1,20.6,66,17.42,
SBC3227,1,1,Pl,27.9,25.6,110,17.41,
KApsp55,1,1,Pl,27.1,24.8,100,17.41,
966536,1,2,Cw,,27.9,94,17.41,
PyGIF47,1,1,Py,,33.05,126,17.41,
ARS-76,1,1,Pl,39.6,25.6,110,17.41,
SBC3085,1,2,Pl,16.2,9.7,23,17.41,
SBC3361,1,3,Pl,14.1,11.7,29,17.41,
SBC5871,1,2,Cw,33.9,15.2,43,17.41,
SBC6902,1,1,Fd,31.4,19.7,60,17.41,
SBC7460,1,1,Pl,19.6,19.9,62,17.41,
SBC7980,1,1,Bl,40.7,21.8,68,17.41,
DM2095,1,2,Ba,17.4,10.4,29,17.4,
KN02448,1,2,Bl,34,20,60,17.4,
KN02453,1,1,Se,29.5,17.4,50,17.4,
SBC3682,1,2,Sx,,15.17,43,17.4,
SBC3270,1,2,Sx,31.9,25.8,86,17.4,
SBC6503,1,1,Sx,22.2,20.7,62,17.4,
SBC2036,1,1,Hw,6.8,5.3,14,17.4,
SBC7522,1,1,Bl,17.7,12.6,34,17.4,
M214,1,1,Fd,43.5,25.2,91,17.39,
6754,1,3,Se,14.9,10.2,28,17.39,
Mer2419,1,2,Se,37.8,20.6,61,17.39,
SBC4404,1,1,Ep,14,16.8,47,17.39,
SBC5358,1,3,Bl,6.1,4.7,12,17.39,
SBC0417,1,1,Sx,,20.17,60,17.39,
98--073,1,194,At,,22.4,80,17.39,
SBC4760,1,1,Sx,21.6,13.1,37,17.39,
1618-1,1,1,Pl,30.8,26.8,131,17.39,
SBC5452,1,2,Hw,20.8,14.5,41,17.39,
SBC7413,1,1,Sx,10.8,8.4,24,17.39,
M115,1,1,Fd,30.1,26.7,102,17.38,
KN02547,1,1,Fd,14.5,10.3,26,17.38,
SBC3314,1,2,Pl,19,12,30,17.38,
N99G13,1,1,Se,31.9,23.3,71,17.38,
DM2091,1,1,Fd,24.2,21.1,67,17.37,
M107,1,1,Se,12.9,9.4,26,17.37,
6745,1,1,Fd,26.4,19,57,17.37,
SBC4394,1,2,Pl,20.5,18.7,56,17.37,
SBC7043,1,2,Sx,24.5,18.8,55,17.37,
98--073,1,195,At,,23.6,90,17.37,
SBC3282,1,3,Pl,28.3,18.3,54,17.37,
SBC3342,1,1,Sw,13.5,11.3,32,17.37,
02OKW67,1,1,Fd,19.5,21.1,67,17.37,
SBC5455,1,2,Cw,21.5,14.2,40,17.37,
8OK3800,1,2,Pl,12.8,7.5,17,17.37,
RT33714,1,1,Fd,32.2,16.9,48,17.36,
3102,1,1,Pl,25.4,20.2,64,17.36,
Mer2423,1,4,Ba,17.4,12.9,36,17.36,
SBC2761,1,1,Ba,,12.9,36,17.36,
SBC3865,1,1,Sx,,15.8,45,17.36,
Peach10,1,1,Fd,23.2,16.9,48,17.36,
SBC4423,1,2,Pl,15.3,6,13,17.36,
SBC7692,1,2,Cw,14.6,8.2,23,17.36,
3102,1,2,Se,22.1,19.7,58,17.35,
SETB16,1,2,Pl,12.4,13.5,35,17.35,
SBC3731,1,1,Pl,,22.6,80,17.35,
SBC3300,1,1,Pl,14.6,12.6,32,17.35,
SBC5134,1,2,Bl,23.2,21.3,66,17.35,
SBC5915,1,1,Sx,38.8,25,82,17.35,
KN02805,1,1,Cw,23.2,12.5,35,17.34,
SBC6101,1,1,Bl,13.2,6.9,18,17.34,
01OK111,1,1,Pl,24.7,12.9,33,17.34,
SBC3380,1,1,Bl,,23.3,76,17.34,
K99-285,1,1,Fd,32,26.77647,103,17.34,
KN02742,1,3,Pl,21.3,15.4,42,17.33,
SBC6232,1,2,Sx,37.4,23.6,75,17.33,
T1144,1,3,Pl,23.4,19.8,62,17.33,
SBC7847,1,1,Pl,18.6,16.4,46,17.33,
08-7018,1,1,Se,40.7,27.8,90,17.32,
Mer2603,1,1,Pl,14.3,7.1,16,17.32,
IFS9031,1,1,Pl,,21.14,70,17.32,
SBC3296,1,1,Pl,25,20.5,66,17.32,
02OKW47,1,1,Cw,30.6,27.6,93,17.32,
KN02722,1,2,Bl,24.1,22.7,73,17.31,
KN02753,1,1,Fd,25.1,14.7,40,17.31,
RT31814,1,1,Fd,16.1,10.6,27,17.31,
SBC3709,1,1,Pl,,21.43,72,17.31,
SBC5053,1,1,Sx,20.5,17.6,51,17.31,
t495a,1,1,Sx,30.9,29.6,112,17.31,
98--111,1,227,At,,24.6,100,17.31,
t49202,1,1,Fd,28,19.8,61,17.31,
SBC3201,1,1,Pl,37.7,24.5,98,17.31,
SBC3367,1,1,Bl,17.1,10.5,28,17.31,
SBC3275,1,2,Sw,29.7,17.6,51,17.31,
8OK4594,1,2,Bl,16.7,12.2,33,17.31,
SBC7603,1,1,Fd,37.5,23.2,79,17.31,
M205,1,1,Fd,26.2,11.6,30,17.3,
Mer2419,1,1,Pl,24.6,20.8,68,17.3,
TFLS67,1,1,Bl,30.3,26.4,96,17.3,
ARS-88,1,1,Bl,14.8,8.7,23,17.3,
t49160,1,1,Bl,35.5,28.3,112,17.3,
SBC2979,1,1,Pl,17.3,11.3,28,17.3,
SBC5402,1,1,Cw,22.1,19.6,58,17.3,
KN02514,1,1,Pl,23.6,21.1,70,17.29,
SETB11,1,2,Sx,36.8,30.4,119,17.29,
SBC6338,1,1,Sx,88,6.9,20,17.29,
SBC6562,1,1,Sx,22.3,22.7,71,17.29,
SBC6588,1,1,Sx,17.3,11.6,33,17.29,
TFLS53,1,1,Fd,25.7,25.2,92,17.29,
SBC1344,1,1,Sw,25.6,22.9,72,17.29,
SBC3102,1,1,Pl,23.3,23.7,90,17.29,
97351,1,1,Sx,23.2,25.5,85,17.29,
SBC4394,1,1,Sw,38.9,19.8,59,17.29,
SBC5157,1,1,Pl,23.2,21.1,70,17.29,
SBC6421,1,2,Fd,19.6,18.7,56,17.29,
KN02994,1,2,Pl,22,18.8,57,17.28,
SBC6040,1,1,Pl,16.2,6.7,15,17.28,
SBC1304,1,1,Sw,38.5,25.3,84,17.28,
SBC2105,1,1,Ep,14,14.7,38,17.28,
t49153,1,1,Pl,26.4,24.9,103,17.28,
SBC3362,1,4,Pl,20.3,18.2,54,17.28,
SBC5909,1,1,Sx,32.6,20.3,61,17.28,
SBC7591,1,2,Ep,21.7,21.4,77,17.28,
SBC3174,1,2,Sx,28.2,25.1,83,17.27,
98--099,1,211,At,,20.4,67,17.27,
01OK133,1,1,Bl,12.1,7.6,20,17.27,
01OK089,1,1,Lw,32.2,27.8,116,17.27,
t49231,1,1,Bl,12.4,7.6,20,17.27,
SBC6020,1,1,Pl,10.9,5.2,11,17.26,
SBC6031,1,1,Pl,11.2,7.8,18,17.26,
t49197,1,1,Pl,15,8.9,21,17.26,
K99-296,1,1,Sx,35.8,26.81726,93,17.26,
SBC6072,1,1,Pl,10.8,5.2,11,17.26,
KN02859,1,2,Pl,17.8,13.7,36,17.25,
SBC1322,1,1,Sw,29.2,18.4,54,17.25,
00kfr86,1,1,Sx,37.3,27.3,96,17.25,
t49165,1,1,Fd,27.3,22.6,76,17.25,
SBC3377,1,1,Sx,39.9,27.3,96,17.25,
SBC5762,1,1,Bl,8.8,6.1,16,17.25,
SBC6619,1,1,Pl,5.7,4.8,10,17.25,
SBC7962,1,1,Pl,8.6,4.8,10,17.25,
KN02878,1,2,Hw,21.9,12,34,17.24,
SBC3660,1,1,Sx,,28.99,108,17.24,
SBC6077,1,1,Pl,11.5,12.2,31,17.24,
SBC1710,1,1,Ep,,18.5,57,17.24,
ARS-78,1,1,Pl,39.2,23.2,86,17.24,
SBC3311,1,4,Pl,25.8,12.2,31,17.24,
SBC3371,1,5,Pl,17.1,12.2,31,17.24,
SBC7558,1,1,Sx,30.8,23.7,76,17.24,
KN02717,1,2,Pl,18.8,20.4,66,17.23,
SBC7236,1,1,Pl,25.1,17.5,51,17.23,
KN02588,1,1,Lw,27.3,22.8,77,17.23,
SBC2930,1,1,Pl,26.6,20.4,66,17.23,
SBC6195,1,1,Sx,14.9,8.3,24,17.23,
SBC3311,1,2,Pl,29.3,13.4,35,17.23,
02OKW54,1,1,Cw,6.5,5,14,17.23,
8OK3800,1,3,Se,12.7,7.9,22,17.23,
SBC7506,1,2,Sx,6.6,5.5,16,17.23,
RT33214,1,2,Bl,11.8,8.3,22,17.22,
RT31314,1,1,Bl,16.1,11.8,32,17.22,
SBC3240,1,1,Pl,26.8,24.9,104,17.22,
SBC3849,1,1,Sx,,16.9,49,17.22,
TFLS27,1,1,Bl,12.5,8.3,22,17.22,
966528,1,3,Cw,,28.9,101,17.22,
01OK052,1,1,Fd,32.6,25.8,97,17.22,
SBC4433,1,2,Pl,20.1,15.3,42,17.22,
SBC7093,1,1,Pl,13.5,12.8,33,17.22,
KN02603,1,2,Pl,25.7,23.7,91,17.21,
SBC5357,1,1,Sx,35.5,27.4,97,17.21,
SBC7028,1,1,Bl,29.3,25,87,17.21,
SBC7127,1,1,Pl,10.9,6.3,14,17.21,
SBC0554,1,1,Fd,,27.8,113,17.21,
Peach07,1,1,Pl,12,6.3,14,17.21,
SBC1698,1,1,Ep,,18.3,56,17.21,
00kfr53,1,1,Pl,13,6.3,14,17.21,
t49189,1,1,Cw,21.9,17.5,51,17.21,
t49197,1,1,Bl,16,9.7,26,17.21,
SBC3316,1,2,Pl,27.5,10.9,27,17.21,
SBC3993,1,2,Sx,,25.4,85,17.21,
SBC4972,1,1,Bl,14.2,9.7,26,17.21,
SBC5844,1,2,Hw,6.2,4.9,13,17.21,
SBC3719,1,2,Sx,,23.87,77,17.2,
SBC5817,1,1,Pl,14.1,8.5,20,17.2,
SBC2082,1,1,Pl,18.3,20.2,65,17.2,
t49171,1,1,Pl,34.9,26,120,17.2,
SBC3339,1,1,Sw,9.5,7.2,21,17.2,
SBC6894,1,1,Pl,10.3,7.4,17,17.2,
9OKTS01,1,1,Pl,12.4,8.5,20,17.2,
SBC7083,1,1,Pl,14.2,7.4,17,17.2,
SBC7256,1,2,Pl,17.2,9.2,22,17.19,
SBC6093,1,2,Bl,29,26,94,17.19,
SBC1027,1,1,Cw,,23.95,76,17.19,
01OK004,1,1,Pl,24.7,22.9,84,17.19,
00kfr25,1,1,Pl,23.9,21,70,17.19,
SBC5368,1,2,Bl,9.7,7.2,19,17.19,
SBC5629,1,1,Cw,31.7,15.3,44,17.19,
814.1su,1,1,Pl,23.2,18.9,58,17.18,
SBC3567,1,1,Sx,,25.19,84,17.18,
KN02771,1,1,Cw,37.9,20.8,63,17.18,
SBC5573,1,2,Hw,26.4,22.4,71,17.18,
SBC3377,1,2,Sx,39,26.9,94,17.18,
SBC3276,1,2,Pl,31,18.9,58,17.18,
SBC4770,1,1,Bl,16.5,23.3,77,17.18,
DM2123,1,2,Bl,19.8,11.4,31,17.17,
Mer2628,1,3,Fd,15.7,9.1,23,17.17,
IFS887,1,1,Fd,,24.88,91,17.17,
SBC4390,1,1,Fd,46.3,23.5,82,17.17,
SBC4974,1,1,Pl,21.2,18.3,55,17.17,
SBC6864,1,1,Pl,14.5,18.7,57,17.17,
KN02699,1,1,Sx,35,21.4,66,17.16,
01OK004,1,1,Fd,30,23,79,17.16,
SBC2047,1,1,Sx,31,21.4,66,17.16,
SBC2975,1,1,Pl,18.9,10.2,25,17.16,
SBC5978,1,1,Bl,26.1,19.5,59,17.16,
7SIB147,1,1,Sx,20.4,12.2,35,17.16,
SBC7120,1,1,Bl,30,19.5,59,17.16,
M104,1,1,Se,40.7,31.3,108,17.15,
SBC5695,1,2,Cw,19.6,13,37,17.15,
KN02878,1,1,Pl,27.3,13.9,37,17.15,
SBC6597,1,1,Pl,22.5,19.8,63,17.15,
KApsp83,1,2,At,29.2,21.6,76,17.15,
01OK206,1,1,Fd,34.4,24.1,86,17.15,
SBC3361,1,1,Pl,14.8,11.5,29,17.15,
SBC3361,1,4,Pl,12.8,11.5,29,17.15,
SBC6423,1,1,Pl,27.1,20.8,69,17.15,
SBC6438,1,2,Pl,21,11.5,29,17.15,
KN02655,1,1,Cw,17,8.4,24,17.14,
RT32914,1,1,Bl,8.3,6.8,18,17.14,
KApsp85,1,1,Hw,40.2,28.5,108,17.14,
SBC1030,1,1,Cw,,21.77,67,17.14,
SBC2020,1,2,Hw,20.3,14.6,42,17.14,
